b43	b32	b21	b10	syl
d	a	l	e	false
d	a	l	e	true
d	a	l	g	false
d	a	l	i	false
d	a	l	i	true
d	a	l	m	false
d	a	l	n	false
d	a	l	o	false
d	a	l	o	true
d	a	l	t	false
d	a	l	u	false
d	a	l	u	true
d	a	l	â	false
d	a	l	ă	false
d	a	m	a	false
d	a	m	a	true
d	a	m	b	false
d	a	m	e	false
d	a	m	e	true
d	a	m	f	false
d	a	m	i	false
d	a	m	i	true
d	a	m	n	false
d	a	m	o	false
d	a	m	o	true
d	a	m	s	false
d	a	m	u	false
d	a	m	u	true
d	a	m	â	true
d	a	n	a	true
d	a	n	c	false
d	a	n	d	false
d	a	n	e	false
d	a	n	e	true
d	a	n	g	false
d	a	n	h	false
d	a	n	i	false
d	a	n	i	true
d	a	n	j	false
d	a	n	s	false
d	a	n	t	false
d	a	n	u	false
d	a	n	u	true
d	a	n	ă	true
d	a	n	ț	false
d	a	o	s	false
d	a	p	e	false
d	a	p	e	true
d	a	p	r	false
d	a	p	t	false
d	a	p	u	false
d	a	p	u	true
d	a	p	ă	false
d	a	p	ă	true
d	a	r	a	false
d	a	r	a	true
d	a	r	d	false
d	a	r	e	false
d	a	r	e	true
d	a	r	i	false
d	a	r	i	true
d	a	r	m	false
d	a	r	n	false
d	a	r	o	false
d	a	r	t	false
d	a	r	u	false
d	a	r	u	true
d	a	r	v	false
d	a	r	w	false
d	a	r	â	false
d	a	r	â	true
d	a	r	ă	false
d	a	r	ă	true
d	a	s	c	false
d	a	s	e	false
d	a	s	e	true
d	a	s	i	false
d	a	s	i	true
d	a	s	t	false
d	a	s	u	false
d	a	s	u	true
d	a	t	a	false
d	a	t	a	true
d	a	t	c	false
d	a	t	e	false
d	a	t	e	true
d	a	t	i	false
d	a	t	i	true
d	a	t	o	false
d	a	t	o	true
d	a	t	r	false
d	a	t	u	false
d	a	t	u	true
d	a	t	â	false
d	a	t	ă	false
d	a	t	ă	true
d	a	u	g	false
d	a	u	m	false
d	a	u	n	false
d	a	v	a	true
d	a	v	e	false
d	a	v	e	true
d	a	v	i	false
d	a	v	i	true
d	a	v	r	false
d	a	v	u	false
d	a	v	u	true
d	a	x	i	true
d	a	z	e	false
d	a	z	e	true
d	a	z	m	false
d	a	ș	c	false
d	a	ș	e	false
d	a	ș	e	true
d	a	ș	i	false
d	a	ș	i	true
d	a	ș	o	true
d	a	ș	t	false
d	a	ș	u	false
d	a	ș	u	true
d	a	ț	e	false
d	a	ț	i	false
d	a	ț	i	true
d	b	a	l	false
d	b	e	a	false
d	b	e	a	true
d	b	e	l	false
d	c	e	r	false
d	c	o	r	false
d	d	e	n	true
d	d	e	z	false
d	d	i	s	false
d	d	i	s	true
d	d	i	t	false
d	d	i	ț	false
d	d	u	n	false
d	e	a	f	false
d	e	a	i	false
d	e	a	j	false
d	e	a	l	false
d	e	a	l	true
d	e	a	m	false
d	e	a	m	true
d	e	a	n	false
d	e	a	n	true
d	e	a	p	false
d	e	a	p	true
d	e	a	r	false
d	e	a	r	true
d	e	a	s	false
d	e	a	s	true
d	e	a	t	false
d	e	a	u	false
d	e	a	u	true
d	e	a	z	false
d	e	a	ș	false
d	e	a	ț	false
d	e	b	a	false
d	e	b	a	true
d	e	b	e	false
d	e	b	i	false
d	e	b	i	true
d	e	b	l	false
d	e	b	o	false
d	e	b	o	true
d	e	b	r	false
d	e	b	u	false
d	e	b	u	true
d	e	c	a	false
d	e	c	a	true
d	e	c	e	false
d	e	c	e	true
d	e	c	h	false
d	e	c	i	false
d	e	c	i	true
d	e	c	k	false
d	e	c	l	false
d	e	c	o	false
d	e	c	o	true
d	e	c	r	false
d	e	c	t	false
d	e	c	u	false
d	e	c	u	true
d	e	c	v	false
d	e	c	â	false
d	e	c	ă	false
d	e	c	ă	true
d	e	c	ș	false
d	e	d	a	false
d	e	d	a	true
d	e	d	e	false
d	e	d	e	true
d	e	d	i	false
d	e	d	i	true
d	e	d	o	false
d	e	d	o	true
d	e	d	u	false
d	e	d	u	true
d	e	d	â	false
d	e	d	ă	false
d	e	e	a	true
d	e	e	l	false
d	e	e	n	false
d	e	e	t	false
d	e	e	z	false
d	e	f	a	false
d	e	f	a	true
d	e	f	e	false
d	e	f	e	true
d	e	f	i	false
d	e	f	i	true
d	e	f	l	false
d	e	f	o	false
d	e	f	o	true
d	e	f	r	false
d	e	f	u	false
d	e	f	u	true
d	e	f	â	false
d	e	f	ă	false
d	e	f	ă	true
d	e	g	a	false
d	e	g	a	true
d	e	g	e	false
d	e	g	e	true
d	e	g	h	false
d	e	g	i	false
d	e	g	i	true
d	e	g	l	false
d	e	g	o	false
d	e	g	o	true
d	e	g	r	false
d	e	g	u	false
d	e	g	u	true
d	e	h	a	false
d	e	h	i	false
d	e	h	i	true
d	e	h	u	true
d	e	i	a	false
d	e	i	a	true
d	e	i	c	false
d	e	i	c	true
d	e	i	d	false
d	e	i	e	false
d	e	i	e	true
d	e	i	f	false
d	e	i	l	false
d	e	i	n	false
d	e	i	o	true
d	e	i	p	false
d	e	i	r	false
d	e	i	s	false
d	e	i	s	true
d	e	i	t	false
d	e	i	u	false
d	e	i	u	true
d	e	i	ș	false
d	e	i	ș	true
d	e	j	a	false
d	e	j	a	true
d	e	j	d	false
d	e	j	e	false
d	e	j	i	true
d	e	j	o	false
d	e	j	o	true
d	e	j	u	false
d	e	j	u	true
d	e	l	a	false
d	e	l	a	true
d	e	l	c	false
d	e	l	e	false
d	e	l	e	true
d	e	l	f	false
d	e	l	i	false
d	e	l	i	true
d	e	l	m	false
d	e	l	n	false
d	e	l	o	false
d	e	l	o	true
d	e	l	t	false
d	e	l	u	false
d	e	l	u	true
d	e	l	v	false
d	e	l	â	false
d	e	l	ă	false
d	e	l	ă	true
d	e	m	a	false
d	e	m	a	true
d	e	m	e	false
d	e	m	e	true
d	e	m	i	false
d	e	m	i	true
d	e	m	n	false
d	e	m	o	false
d	e	m	o	true
d	e	m	p	false
d	e	m	p	true
d	e	m	u	false
d	e	m	u	true
d	e	m	â	false
d	e	m	â	true
d	e	n	a	false
d	e	n	a	true
d	e	n	b	false
d	e	n	c	false
d	e	n	d	false
d	e	n	e	false
d	e	n	e	true
d	e	n	i	false
d	e	n	i	true
d	e	n	o	false
d	e	n	o	true
d	e	n	s	false
d	e	n	t	false
d	e	n	u	false
d	e	n	u	true
d	e	n	ș	false
d	e	n	ț	false
d	e	o	a	true
d	e	o	b	true
d	e	o	c	false
d	e	o	d	false
d	e	o	f	false
d	e	o	g	false
d	e	o	l	false
d	e	o	m	false
d	e	o	n	false
d	e	o	n	true
d	e	o	p	false
d	e	o	r	false
d	e	o	s	false
d	e	o	s	true
d	e	o	t	false
d	e	o	u	false
d	e	o	u	true
d	e	p	a	false
d	e	p	a	true
d	e	p	e	false
d	e	p	e	true
d	e	p	i	false
d	e	p	i	true
d	e	p	l	false
d	e	p	o	false
d	e	p	o	true
d	e	p	r	false
d	e	p	s	false
d	e	p	t	false
d	e	p	u	false
d	e	p	u	true
d	e	p	ă	false
d	e	p	ă	true
d	e	p	ț	false
d	e	r	a	false
d	e	r	a	true
d	e	r	b	false
d	e	r	d	false
d	e	r	e	false
d	e	r	e	true
d	e	r	i	false
d	e	r	i	true
d	e	r	m	false
d	e	r	n	false
d	e	r	o	false
d	e	r	o	true
d	e	r	u	false
d	e	r	u	true
d	e	r	v	false
d	e	r	â	false
d	e	r	â	true
d	e	r	ă	false
d	e	r	ă	true
d	e	r	ș	false
d	e	s	a	false
d	e	s	a	true
d	e	s	c	false
d	e	s	e	false
d	e	s	e	true
d	e	s	f	false
d	e	s	h	false
d	e	s	i	false
d	e	s	i	true
d	e	s	l	false
d	e	s	m	false
d	e	s	o	false
d	e	s	o	true
d	e	s	p	false
d	e	s	t	false
d	e	s	u	false
d	e	s	u	true
d	e	s	z	false
d	e	s	â	false
d	e	s	ă	false
d	e	s	ă	true
d	e	s	ț	false
d	e	t	a	false
d	e	t	a	true
d	e	t	e	false
d	e	t	e	true
d	e	t	i	false
d	e	t	i	true
d	e	t	o	false
d	e	t	o	true
d	e	t	r	false
d	e	t	u	false
d	e	t	u	true
d	e	u	c	false
d	e	u	g	false
d	e	u	l	false
d	e	u	m	false
d	e	u	n	false
d	e	u	r	false
d	e	u	t	false
d	e	v	a	false
d	e	v	a	true
d	e	v	e	false
d	e	v	e	true
d	e	v	i	false
d	e	v	i	true
d	e	v	l	false
d	e	v	o	false
d	e	v	o	true
d	e	v	r	false
d	e	v	u	false
d	e	v	ă	false
d	e	v	ă	true
d	e	x	a	false
d	e	x	a	true
d	e	x	e	false
d	e	x	e	true
d	e	x	t	false
d	e	x	u	false
d	e	x	u	true
d	e	x	â	false
d	e	x	ă	false
d	e	x	ă	true
d	e	z	a	false
d	e	z	a	true
d	e	z	b	false
d	e	z	d	false
d	e	z	e	false
d	e	z	e	true
d	e	z	g	false
d	e	z	i	false
d	e	z	i	true
d	e	z	l	false
d	e	z	m	false
d	e	z	n	false
d	e	z	o	false
d	e	z	o	true
d	e	z	r	false
d	e	z	u	false
d	e	z	u	true
d	e	z	v	false
d	e	â	n	false
d	e	î	m	true
d	e	î	n	true
d	e	ș	a	false
d	e	ș	a	true
d	e	ș	c	false
d	e	ș	e	false
d	e	ș	e	true
d	e	ș	i	false
d	e	ș	i	true
d	e	ș	o	true
d	e	ș	t	false
d	e	ș	u	false
d	e	ș	u	true
d	e	ș	ă	false
d	e	ț	e	false
d	e	ț	e	true
d	e	ț	i	false
d	e	ț	i	true
d	e	ț	u	false
d	e	ț	u	true
d	g	e	n	false
d	g	e	t	false
d	g	h	i	false
d	g	i	a	false
d	g	i	a	true
d	g	i	e	false
d	g	i	e	true
d	g	i	s	false
d	g	i	s	true
d	g	i	ș	false
d	g	i	ș	true
d	g	o	a	true
d	g	o	n	false
d	g	o	r	false
d	g	r	a	false
d	g	r	a	true
d	h	i	b	false
d	h	i	d	false
d	h	o	c	false
d	h	o	n	false
d	h	o	r	true
d	i	a	b	false
d	i	a	c	false
d	i	a	d	false
d	i	a	f	false
d	i	a	g	false
d	i	a	g	true
d	i	a	l	false
d	i	a	l	true
d	i	a	m	false
d	i	a	n	false
d	i	a	n	true
d	i	a	p	false
d	i	a	r	false
d	i	a	r	true
d	i	a	s	false
d	i	a	s	true
d	i	a	t	false
d	i	a	u	true
d	i	a	v	false
d	i	a	z	false
d	i	a	ș	false
d	i	a	ț	false
d	i	b	a	false
d	i	b	a	true
d	i	b	e	false
d	i	b	i	false
d	i	b	i	true
d	i	b	l	false
d	i	b	o	false
d	i	b	o	true
d	i	b	r	false
d	i	b	u	false
d	i	b	u	true
d	i	b	ă	true
d	i	c	a	false
d	i	c	a	true
d	i	c	e	false
d	i	c	e	true
d	i	c	h	false
d	i	c	i	false
d	i	c	i	true
d	i	c	l	false
d	i	c	o	false
d	i	c	o	true
d	i	c	r	false
d	i	c	s	false
d	i	c	t	false
d	i	c	u	false
d	i	c	u	true
d	i	c	â	false
d	i	c	ă	false
d	i	c	ă	true
d	i	c	ț	false
d	i	d	a	false
d	i	d	a	true
d	i	d	e	false
d	i	d	e	true
d	i	d	i	false
d	i	d	i	true
d	i	d	o	true
d	i	d	u	false
d	i	d	u	true
d	i	d	â	false
d	i	d	ă	false
d	i	e	c	false
d	i	e	c	true
d	i	e	d	false
d	i	e	i	false
d	i	e	i	true
d	i	e	l	false
d	i	e	n	false
d	i	e	n	true
d	i	e	r	false
d	i	e	s	true
d	i	e	t	false
d	i	e	u	false
d	i	e	v	false
d	i	e	z	false
d	i	f	a	true
d	i	f	e	false
d	i	f	e	true
d	i	f	i	false
d	i	f	i	true
d	i	f	l	false
d	i	f	o	false
d	i	f	r	false
d	i	f	t	false
d	i	f	u	false
d	i	f	u	true
d	i	g	a	false
d	i	g	a	true
d	i	g	e	false
d	i	g	e	true
d	i	g	h	false
d	i	g	i	false
d	i	g	i	true
d	i	g	m	false
d	i	g	n	false
d	i	g	o	true
d	i	g	r	false
d	i	g	u	false
d	i	g	u	true
d	i	g	â	false
d	i	g	ă	false
d	i	h	a	false
d	i	h	a	true
d	i	h	n	false
d	i	h	o	false
d	i	h	o	true
d	i	h	ă	true
d	i	i	a	false
d	i	i	l	false
d	i	i	n	false
d	i	i	o	true
d	i	j	a	false
d	i	j	a	true
d	i	j	e	false
d	i	j	e	true
d	i	j	m	false
d	i	j	o	true
d	i	j	â	false
d	i	j	ă	false
d	i	j	ă	true
d	i	l	a	false
d	i	l	a	true
d	i	l	e	false
d	i	l	e	true
d	i	l	i	false
d	i	l	i	true
d	i	l	l	false
d	i	l	o	false
d	i	l	o	true
d	i	l	u	false
d	i	l	u	true
d	i	l	v	false
d	i	l	â	false
d	i	l	ă	false
d	i	l	ă	true
d	i	m	a	false
d	i	m	a	true
d	i	m	e	false
d	i	m	e	true
d	i	m	i	false
d	i	m	i	true
d	i	m	o	false
d	i	m	p	false
d	i	m	u	false
d	i	m	u	true
d	i	n	a	false
d	i	n	a	true
d	i	n	c	false
d	i	n	d	false
d	i	n	e	false
d	i	n	e	true
d	i	n	g	false
d	i	n	g	true
d	i	n	i	false
d	i	n	i	true
d	i	n	o	false
d	i	n	o	true
d	i	n	s	false
d	i	n	t	false
d	i	n	u	false
d	i	n	u	true
d	i	n	â	false
d	i	n	ă	false
d	i	n	ă	true
d	i	n	ț	false
d	i	o	a	false
d	i	o	a	true
d	i	o	b	false
d	i	o	c	false
d	i	o	d	false
d	i	o	e	false
d	i	o	e	true
d	i	o	f	false
d	i	o	g	false
d	i	o	h	false
d	i	o	i	false
d	i	o	i	true
d	i	o	j	false
d	i	o	l	false
d	i	o	m	false
d	i	o	n	false
d	i	o	o	true
d	i	o	p	false
d	i	o	p	true
d	i	o	r	false
d	i	o	s	false
d	i	o	s	true
d	i	o	t	false
d	i	o	u	false
d	i	o	u	true
d	i	o	v	false
d	i	o	x	false
d	i	o	z	false
d	i	o	ș	false
d	i	o	ș	true
d	i	o	ț	false
d	i	p	e	false
d	i	p	e	true
d	i	p	i	false
d	i	p	i	true
d	i	p	l	false
d	i	p	l	true
d	i	p	m	false
d	i	p	n	false
d	i	p	o	false
d	i	p	o	true
d	i	p	s	false
d	i	p	t	false
d	i	r	a	false
d	i	r	a	true
d	i	r	e	false
d	i	r	e	true
d	i	r	h	false
d	i	r	i	false
d	i	r	i	true
d	i	r	l	false
d	i	r	u	false
d	i	r	u	true
d	i	r	ă	false
d	i	s	a	false
d	i	s	a	true
d	i	s	c	false
d	i	s	d	false
d	i	s	e	false
d	i	s	e	true
d	i	s	f	false
d	i	s	g	false
d	i	s	i	false
d	i	s	i	true
d	i	s	j	false
d	i	s	l	false
d	i	s	m	false
d	i	s	o	false
d	i	s	o	true
d	i	s	p	false
d	i	s	p	true
d	i	s	r	false
d	i	s	t	false
d	i	s	u	false
d	i	s	u	true
d	i	s	â	false
d	i	s	ă	false
d	i	t	a	false
d	i	t	a	true
d	i	t	e	false
d	i	t	e	true
d	i	t	i	false
d	i	t	i	true
d	i	t	o	false
d	i	t	o	true
d	i	t	r	false
d	i	t	u	false
d	i	t	u	true
d	i	t	â	false
d	i	t	ă	false
d	i	t	ă	true
d	i	u	l	false
d	i	u	m	false
d	i	u	m	true
d	i	u	r	false
d	i	u	r	true
d	i	u	s	false
d	i	u	ț	false
d	i	v	a	false
d	i	v	a	true
d	i	v	e	false
d	i	v	e	true
d	i	v	i	false
d	i	v	i	true
d	i	v	o	false
d	i	v	o	true
d	i	v	u	false
d	i	v	u	true
d	i	v	â	false
d	i	v	ă	false
d	i	v	ă	true
d	i	x	i	false
d	i	x	i	true
d	i	x	t	false
d	i	x	u	false
d	i	x	u	true
d	i	z	a	false
d	i	z	a	true
d	i	z	e	false
d	i	z	e	true
d	i	z	g	false
d	i	z	i	false
d	i	z	i	true
d	i	z	o	false
d	i	z	o	true
d	i	z	â	false
d	i	z	ă	false
d	i	z	ă	true
d	i	ș	a	false
d	i	ș	a	true
d	i	ș	c	false
d	i	ș	i	false
d	i	ș	i	true
d	i	ș	o	false
d	i	ș	o	true
d	i	ș	p	false
d	i	ș	t	false
d	i	ș	u	false
d	i	ș	u	true
d	i	ț	a	false
d	i	ț	a	true
d	i	ț	e	false
d	i	ț	e	true
d	i	ț	i	false
d	i	ț	i	true
d	j	a	n	false
d	j	e	c	true
d	j	e	n	false
d	j	i	c	false
d	j	o	n	false
d	j	u	d	false
d	j	u	n	false
d	j	u	r	false
d	j	u	t	false
d	j	u	v	false
d	k	a	n	true
d	l	a	j	false
d	l	a	r	false
d	l	a	s	false
d	l	a	t	false
d	l	a	ș	false
d	l	a	ț	false
d	l	e	a	true
d	l	e	n	false
d	l	e	r	false
d	l	e	z	false
d	l	o	w	false
d	l	â	n	false
d	l	ă	r	false
d	m	a	n	false
d	m	a	r	false
d	m	e	l	false
d	m	e	t	false
d	m	i	a	false
d	m	i	a	true
d	m	i	e	false
d	m	i	e	true
d	m	i	f	false
d	m	i	i	false
d	m	i	i	true
d	m	i	n	false
d	m	i	n	true
d	m	i	r	false
d	m	i	s	false
d	m	i	t	false
d	m	i	u	false
d	m	i	u	true
d	m	i	ș	false
d	m	i	ț	false
d	m	o	a	true
d	m	o	l	false
d	m	o	n	false
d	n	a	p	false
d	n	a	t	false
d	n	a	ț	false
d	n	e	l	false
d	n	i	c	false
d	n	i	s	false
d	n	i	s	true
d	n	i	ț	false
d	n	o	j	false
d	n	o	m	false
d	n	o	t	false
d	o	a	b	false
d	o	a	c	false
d	o	a	g	false
d	o	a	i	false
d	o	a	l	false
d	o	a	m	false
d	o	a	m	true
d	o	a	n	false
d	o	a	p	false
d	o	a	r	false
d	o	a	r	true
d	o	a	s	false
d	o	a	ș	false
d	o	b	a	true
d	o	b	e	false
d	o	b	i	false
d	o	b	i	true
d	o	b	l	false
d	o	b	o	false
d	o	b	o	true
d	o	b	r	false
d	o	b	z	false
d	o	b	â	false
d	o	c	a	false
d	o	c	a	true
d	o	c	e	false
d	o	c	e	true
d	o	c	h	false
d	o	c	i	false
d	o	c	i	true
d	o	c	l	false
d	o	c	o	true
d	o	c	r	false
d	o	c	t	false
d	o	c	u	false
d	o	c	u	true
d	o	c	â	false
d	o	c	ă	false
d	o	c	ă	true
d	o	c	ș	false
d	o	c	ț	false
d	o	d	e	false
d	o	d	e	true
d	o	d	i	false
d	o	d	i	true
d	o	d	o	false
d	o	d	o	true
d	o	e	c	false
d	o	e	n	true
d	o	e	s	true
d	o	e	t	false
d	o	e	u	true
d	o	f	a	false
d	o	f	a	true
d	o	f	i	false
d	o	f	i	true
d	o	f	o	false
d	o	f	o	true
d	o	f	t	false
d	o	g	a	false
d	o	g	a	true
d	o	g	e	false
d	o	g	e	true
d	o	g	g	false
d	o	g	i	false
d	o	g	i	true
d	o	g	m	false
d	o	g	o	false
d	o	g	o	true
d	o	g	r	false
d	o	g	u	false
d	o	g	u	true
d	o	g	ă	true
d	o	h	e	false
d	o	h	i	false
d	o	h	i	true
d	o	h	o	false
d	o	h	o	true
d	o	h	u	false
d	o	h	u	true
d	o	i	a	false
d	o	i	a	true
d	o	i	c	false
d	o	i	d	false
d	o	i	e	false
d	o	i	e	true
d	o	i	f	false
d	o	i	l	false
d	o	i	m	false
d	o	i	n	false
d	o	i	o	false
d	o	i	r	false
d	o	i	s	false
d	o	i	s	true
d	o	i	t	false
d	o	i	u	false
d	o	i	u	true
d	o	i	ș	false
d	o	i	ț	false
d	o	j	a	true
d	o	j	e	false
d	o	j	e	true
d	o	l	a	false
d	o	l	a	true
d	o	l	d	false
d	o	l	e	false
d	o	l	e	true
d	o	l	i	false
d	o	l	i	true
d	o	l	j	false
d	o	l	l	false
d	o	l	m	false
d	o	l	o	false
d	o	l	o	true
d	o	l	u	false
d	o	l	u	true
d	o	l	â	false
d	o	l	ă	false
d	o	m	a	false
d	o	m	a	true
d	o	m	b	false
d	o	m	e	false
d	o	m	e	true
d	o	m	i	false
d	o	m	i	true
d	o	m	n	false
d	o	m	o	false
d	o	m	o	true
d	o	m	p	true
d	o	m	r	false
d	o	m	u	false
d	o	m	u	true
d	o	n	a	false
d	o	n	a	true
d	o	n	c	false
d	o	n	d	false
d	o	n	e	false
d	o	n	e	true
d	o	n	i	false
d	o	n	i	true
d	o	n	j	false
d	o	n	o	false
d	o	n	o	true
d	o	n	t	false
d	o	n	t	true
d	o	n	u	false
d	o	n	u	true
d	o	n	v	false
d	o	n	â	false
d	o	n	ă	false
d	o	n	ă	true
d	o	n	ț	false
d	o	p	a	false
d	o	p	a	true
d	o	p	e	false
d	o	p	e	true
d	o	p	i	false
d	o	p	i	true
d	o	p	l	false
d	o	p	o	false
d	o	p	o	true
d	o	p	r	false
d	o	p	s	false
d	o	p	t	false
d	o	p	u	false
d	o	p	u	true
d	o	p	â	false
d	o	p	ă	false
d	o	p	ă	true
d	o	p	ț	false
d	o	r	a	false
d	o	r	a	true
d	o	r	b	false
d	o	r	e	false
d	o	r	e	true
d	o	r	i	false
d	o	r	i	true
d	o	r	m	false
d	o	r	n	false
d	o	r	o	false
d	o	r	o	true
d	o	r	r	false
d	o	r	s	false
d	o	r	u	false
d	o	r	u	true
d	o	r	â	false
d	o	r	ă	false
d	o	r	ă	true
d	o	s	a	false
d	o	s	a	true
d	o	s	c	false
d	o	s	e	false
d	o	s	e	true
d	o	s	f	false
d	o	s	i	false
d	o	s	i	true
d	o	s	l	false
d	o	s	m	false
d	o	s	n	false
d	o	s	p	false
d	o	s	t	false
d	o	s	u	false
d	o	s	u	true
d	o	s	â	false
d	o	s	ă	false
d	o	s	ă	true
d	o	t	a	false
d	o	t	a	true
d	o	t	e	false
d	o	t	e	true
d	o	t	i	false
d	o	t	i	true
d	o	t	o	true
d	o	t	r	false
d	o	t	u	false
d	o	t	u	true
d	o	t	â	false
d	o	t	ă	false
d	o	t	ă	true
d	o	u	l	false
d	o	u	r	false
d	o	u	ă	false
d	o	u	ă	true
d	o	v	a	false
d	o	v	a	true
d	o	v	e	false
d	o	v	e	true
d	o	v	i	false
d	o	v	i	true
d	o	v	l	false
d	o	v	u	false
d	o	v	u	true
d	o	x	a	false
d	o	x	a	true
d	o	x	e	false
d	o	x	e	true
d	o	x	i	false
d	o	x	i	true
d	o	x	o	true
d	o	x	u	false
d	o	x	u	true
d	o	x	â	false
d	o	x	ă	false
d	o	z	a	false
d	o	z	a	true
d	o	z	e	false
d	o	z	e	true
d	o	z	i	true
d	o	z	o	true
d	o	z	â	false
d	o	z	ă	false
d	o	z	ă	true
d	o	ș	a	false
d	o	ș	a	true
d	o	ș	c	false
d	o	ș	e	false
d	o	ș	e	true
d	o	ș	i	false
d	o	ș	i	true
d	o	ș	t	false
d	o	ș	u	false
d	o	ș	u	true
d	o	ș	â	false
d	o	ș	ă	false
d	o	ț	i	false
d	o	ț	i	true
d	p	a	n	false
d	p	i	s	false
d	p	r	e	false
d	r	a	b	false
d	r	a	c	false
d	r	a	c	true
d	r	a	d	false
d	r	a	g	false
d	r	a	g	true
d	r	a	h	false
d	r	a	h	true
d	r	a	i	true
d	r	a	j	false
d	r	a	l	false
d	r	a	m	false
d	r	a	m	true
d	r	a	n	false
d	r	a	n	true
d	r	a	p	false
d	r	a	r	false
d	r	a	r	true
d	r	a	s	false
d	r	a	s	true
d	r	a	t	false
d	r	a	u	true
d	r	a	v	false
d	r	a	z	false
d	r	a	ș	false
d	r	a	ț	false
d	r	e	a	false
d	r	e	a	true
d	r	e	d	false
d	r	e	e	false
d	r	e	g	false
d	r	e	i	true
d	r	e	l	false
d	r	e	m	false
d	r	e	n	false
d	r	e	n	true
d	r	e	p	false
d	r	e	p	true
d	r	e	r	false
d	r	e	s	false
d	r	e	t	false
d	r	e	v	false
d	r	e	z	false
d	r	e	ș	false
d	r	e	ș	true
d	r	e	ț	false
d	r	i	a	false
d	r	i	a	true
d	r	i	b	false
d	r	i	c	false
d	r	i	d	false
d	r	i	e	false
d	r	i	e	true
d	r	i	f	false
d	r	i	f	true
d	r	i	g	false
d	r	i	i	true
d	r	i	l	false
d	r	i	m	false
d	r	i	n	false
d	r	i	o	false
d	r	i	o	true
d	r	i	p	false
d	r	i	r	false
d	r	i	s	false
d	r	i	s	true
d	r	i	t	false
d	r	i	u	false
d	r	i	u	true
d	r	i	v	false
d	r	i	z	false
d	r	i	ș	false
d	r	i	ș	true
d	r	i	ț	false
d	r	o	a	false
d	r	o	a	true
d	r	o	b	false
d	r	o	b	true
d	r	o	c	false
d	r	o	d	false
d	r	o	e	true
d	r	o	f	false
d	r	o	f	true
d	r	o	g	false
d	r	o	i	false
d	r	o	i	true
d	r	o	j	true
d	r	o	l	false
d	r	o	m	false
d	r	o	m	true
d	r	o	n	false
d	r	o	n	true
d	r	o	p	false
d	r	o	p	true
d	r	o	r	false
d	r	o	s	false
d	r	o	s	true
d	r	o	t	false
d	r	o	v	false
d	r	o	x	false
d	r	o	z	false
d	r	o	ș	false
d	r	o	ș	true
d	r	u	c	false
d	r	u	d	false
d	r	u	g	false
d	r	u	i	false
d	r	u	i	true
d	r	u	l	false
d	r	u	m	false
d	r	u	m	true
d	r	u	n	true
d	r	u	p	false
d	r	u	r	false
d	r	u	s	false
d	r	u	z	false
d	r	u	ș	false
d	r	u	ș	true
d	r	u	ț	false
d	r	â	m	true
d	r	â	n	false
d	r	â	n	true
d	r	ă	c	false
d	r	ă	d	false
d	r	ă	g	false
d	r	ă	m	false
d	r	ă	n	false
d	r	ă	n	true
d	r	ă	r	false
d	r	ă	s	false
d	r	ă	s	true
d	r	ă	v	false
d	r	ă	z	true
d	s	o	a	false
d	s	o	r	false
d	s	o	r	true
d	s	p	a	false
d	s	p	a	true
d	s	t	r	false
d	t	u	l	false
d	u	a	l	false
d	u	a	n	false
d	u	a	n	true
d	u	a	r	false
d	u	a	r	true
d	u	a	s	false
d	u	a	t	false
d	u	a	ș	false
d	u	a	ț	false
d	u	b	a	false
d	u	b	a	true
d	u	b	e	false
d	u	b	e	true
d	u	b	i	false
d	u	b	i	true
d	u	b	l	false
d	u	b	ă	false
d	u	b	ă	true
d	u	c	a	false
d	u	c	a	true
d	u	c	e	false
d	u	c	e	true
d	u	c	h	false
d	u	c	i	false
d	u	c	i	true
d	u	c	l	false
d	u	c	o	true
d	u	c	t	false
d	u	c	u	false
d	u	c	u	true
d	u	c	â	false
d	u	c	ă	false
d	u	c	ă	true
d	u	c	ț	false
d	u	d	a	true
d	u	d	e	false
d	u	d	e	true
d	u	d	g	false
d	u	d	o	false
d	u	d	u	false
d	u	d	u	true
d	u	d	ă	false
d	u	d	ă	true
d	u	e	a	true
d	u	e	c	false
d	u	e	l	false
d	u	e	l	true
d	u	e	t	false
d	u	e	z	false
d	u	f	o	false
d	u	f	u	false
d	u	f	u	true
d	u	g	a	false
d	u	g	a	true
d	u	g	h	false
d	u	g	l	false
d	u	g	ă	true
d	u	h	a	false
d	u	h	a	true
d	u	h	l	false
d	u	h	n	false
d	u	h	o	false
d	u	h	o	true
d	u	h	u	false
d	u	h	u	true
d	u	h	ă	true
d	u	i	a	false
d	u	i	a	true
d	u	i	e	false
d	u	i	e	true
d	u	i	l	false
d	u	i	n	false
d	u	i	n	true
d	u	i	o	false
d	u	i	o	true
d	u	i	r	false
d	u	i	s	false
d	u	i	s	true
d	u	i	t	false
d	u	i	u	false
d	u	i	u	true
d	u	i	ș	false
d	u	i	ș	true
d	u	i	ț	false
d	u	l	a	false
d	u	l	a	true
d	u	l	c	false
d	u	l	d	false
d	u	l	e	false
d	u	l	e	true
d	u	l	g	false
d	u	l	i	false
d	u	l	i	true
d	u	l	m	false
d	u	l	o	false
d	u	l	o	true
d	u	l	p	false
d	u	l	r	false
d	u	l	t	false
d	u	l	u	false
d	u	l	u	true
d	u	l	â	false
d	u	l	ă	false
d	u	l	ă	true
