b10	a01	a12	a23	a34	syl
a	f	r	o	f	true
a	f	r	o	l	true
a	f	r	o	n	true
a	f	r	u	-	true
a	f	r	u	l	true
a	f	r	u	m	true
a	f	r	u	n	true
a	f	t	-	-	false
a	f	t	a	-	false
a	f	t	a	l	false
a	f	t	a	n	false
a	f	t	a	u	false
a	f	t	e	-	false
a	f	t	e	a	false
a	f	t	e	i	false
a	f	t	e	l	false
a	f	t	e	n	false
a	f	t	e	r	false
a	f	t	e	s	false
a	f	t	e	ș	false
a	f	t	i	-	false
a	f	t	i	a	false
a	f	t	i	i	false
a	f	t	i	l	false
a	f	t	i	m	false
a	f	t	i	n	false
a	f	t	i	r	false
a	f	t	i	s	false
a	f	t	i	t	false
a	f	t	i	ș	false
a	f	t	i	ț	false
a	f	t	o	a	false
a	f	t	o	i	false
a	f	t	o	l	false
a	f	t	o	r	false
a	f	t	o	r	true
a	f	t	o	s	false
a	f	t	o	ș	false
a	f	t	u	l	false
a	f	t	u	r	false
a	f	t	ă	-	false
a	f	u	c	s	true
a	f	u	i	e	true
a	f	u	l	-	true
a	f	u	l	g	true
a	f	u	l	u	true
a	f	u	m	-	true
a	f	u	m	a	true
a	f	u	m	e	true
a	f	u	m	i	true
a	f	u	m	u	true
a	f	u	m	â	true
a	f	u	m	ă	true
a	f	u	n	d	true
a	f	u	n	g	true
a	f	u	n	z	true
a	f	u	r	a	true
a	f	u	r	c	true
a	f	u	r	e	true
a	f	u	r	i	true
a	f	u	r	o	true
a	f	u	r	ă	true
a	f	u	s	e	true
a	f	u	z	a	true
a	f	u	z	i	true
a	f	â	n	a	true
a	f	â	n	d	true
a	f	â	n	e	true
a	f	â	n	â	true
a	f	â	n	ă	true
a	f	ă	-	-	false
a	f	ă	-	-	true
a	f	ă	c	e	true
a	f	ă	c	u	true
a	f	ă	c	â	true
a	f	ă	d	e	true
a	f	ă	m	-	true
a	f	ă	r	-	true
a	f	ă	r	i	true
a	f	ă	r	u	true
a	f	ă	r	ă	true
a	g	-	-	-	false
a	g	-	-	-	true
a	g	a	-	-	true
a	g	a	b	a	true
a	g	a	b	i	true
a	g	a	b	o	true
a	g	a	c	e	true
a	g	a	c	i	true
a	g	a	d	a	true
a	g	a	d	e	true
a	g	a	d	ă	true
a	g	a	g	e	true
a	g	a	g	i	true
a	g	a	i	-	true
a	g	a	i	a	true
a	g	a	i	c	true
a	g	a	i	e	true
a	g	a	j	-	true
a	g	a	j	e	true
a	g	a	j	u	true
a	g	a	l	-	true
a	g	a	l	a	true
a	g	a	l	b	true
a	g	a	l	d	true
a	g	a	l	e	true
a	g	a	l	i	true
a	g	a	l	u	true
a	g	a	l	ț	true
a	g	a	m	-	true
a	g	a	m	e	true
a	g	a	m	i	true
a	g	a	m	ă	true
a	g	a	n	-	true
a	g	a	n	a	true
a	g	a	n	d	true
a	g	a	n	e	true
a	g	a	n	g	true
a	g	a	n	t	true
a	g	a	n	u	true
a	g	a	n	ă	true
a	g	a	n	ț	true
a	g	a	p	a	true
a	g	a	p	e	true
a	g	a	p	ă	true
a	g	a	r	-	true
a	g	a	r	a	true
a	g	a	r	e	true
a	g	a	r	i	true
a	g	a	r	l	true
a	g	a	r	u	true
a	g	a	r	ă	true
a	g	a	s	a	true
a	g	a	s	e	true
a	g	a	s	â	true
a	g	a	s	ă	true
a	g	a	t	-	true
a	g	a	t	a	true
a	g	a	t	e	true
a	g	a	t	i	true
a	g	a	t	o	true
a	g	a	t	u	true
a	g	a	t	â	true
a	g	a	t	ă	true
a	g	a	u	-	true
a	g	a	u	a	true
a	g	a	u	l	true
a	g	a	v	a	true
a	g	a	v	e	true
a	g	a	v	ă	true
a	g	a	z	-	true
a	g	a	z	i	true
a	g	a	z	u	true
a	g	a	ș	i	true
a	g	a	ț	a	true
a	g	a	ț	e	true
a	g	a	ț	i	true
a	g	a	ț	ă	true
a	g	d	a	d	false
a	g	d	a	l	false
a	g	d	e	c	false
a	g	d	i	n	false
a	g	e	-	-	true
a	g	e	a	-	true
a	g	e	a	c	true
a	g	e	a	i	true
a	g	e	a	l	true
a	g	e	a	m	true
a	g	e	a	s	true
a	g	e	a	u	true
a	g	e	a	ț	true
a	g	e	c	i	true
a	g	e	d	-	true
a	g	e	d	e	true
a	g	e	d	i	true
a	g	e	d	ă	true
a	g	e	i	-	true
a	g	e	l	-	true
a	g	e	l	a	true
a	g	e	l	e	true
a	g	e	l	i	true
a	g	e	l	o	true
a	g	e	l	u	true
a	g	e	l	â	true
a	g	e	l	ă	true
a	g	e	m	-	true
a	g	e	m	a	true
a	g	e	m	e	true
a	g	e	m	ă	true
a	g	e	n	-	true
a	g	e	n	a	true
a	g	e	n	d	true
a	g	e	n	e	true
a	g	e	n	i	true
a	g	e	n	o	true
a	g	e	n	t	true
a	g	e	n	u	true
a	g	e	n	ă	true
a	g	e	n	ț	true
a	g	e	o	m	true
a	g	e	r	-	true
a	g	e	r	a	true
a	g	e	r	e	true
a	g	e	r	i	true
a	g	e	r	u	true
a	g	e	r	â	true
a	g	e	r	ă	true
a	g	e	s	c	true
a	g	e	s	i	true
a	g	e	s	t	true
a	g	e	t	-	true
a	g	e	t	a	true
a	g	e	t	e	true
a	g	e	t	u	true
a	g	e	t	ă	true
a	g	e	u	z	true
a	g	e	z	i	true
a	g	e	ș	t	true
a	g	e	ț	i	true
a	g	f	a	c	false
a	g	f	l	a	false
a	g	h	e	a	true
a	g	h	e	r	true
a	g	h	e	s	true
a	g	h	e	t	true
a	g	h	e	z	true
a	g	h	i	a	true
a	g	h	i	e	true
a	g	h	i	i	true
a	g	h	i	n	true
a	g	h	i	o	true
a	g	h	i	r	true
a	g	i	-	-	false
a	g	i	-	-	true
a	g	i	a	-	true
a	g	i	a	i	true
a	g	i	a	l	true
a	g	i	a	m	true
a	g	i	a	n	true
a	g	i	a	r	true
a	g	i	a	s	true
a	g	i	a	t	true
a	g	i	a	u	true
a	g	i	a	z	true
a	g	i	a	ș	true
a	g	i	a	ț	true
a	g	i	c	-	true
a	g	i	c	a	true
a	g	i	c	e	true
a	g	i	c	i	true
a	g	i	c	o	true
a	g	i	c	u	true
a	g	i	c	ă	true
a	g	i	e	-	true
a	g	i	e	i	true
a	g	i	e	m	true
a	g	i	e	n	true
a	g	i	e	r	true
a	g	i	e	t	true
a	g	i	e	z	true
a	g	i	i	-	true
a	g	i	i	i	true
a	g	i	i	l	true
a	g	i	i	n	true
a	g	i	l	-	true
a	g	i	l	a	true
a	g	i	l	e	true
a	g	i	l	i	true
a	g	i	l	o	true
a	g	i	l	ă	true
a	g	i	m	-	true
a	g	i	n	-	true
a	g	i	n	a	true
a	g	i	n	d	true
a	g	i	n	e	true
a	g	i	n	g	true
a	g	i	n	i	true
a	g	i	n	o	true
a	g	i	n	u	true
a	g	i	n	â	true
a	g	i	n	ă	true
a	g	i	o	-	true
a	g	i	o	a	true
a	g	i	o	c	true
a	g	i	o	g	true
a	g	i	o	l	true
a	g	i	o	n	true
a	g	i	o	s	true
a	g	i	o	t	true
a	g	i	o	u	true
a	g	i	o	z	true
a	g	i	o	ș	true
a	g	i	r	e	true
a	g	i	r	i	true
a	g	i	r	ă	true
a	g	i	s	e	true
a	g	i	s	m	true
a	g	i	s	t	true
a	g	i	t	-	true
a	g	i	t	a	true
a	g	i	t	e	true
a	g	i	t	â	true
a	g	i	t	ă	true
a	g	i	u	-	true
a	g	i	u	l	true
a	g	i	u	n	true
a	g	i	ș	i	true
a	g	i	ș	t	true
a	g	i	ț	a	true
a	g	i	ț	e	true
a	g	i	ț	i	true
a	g	i	ț	o	true
a	g	i	ț	ă	true
a	g	l	a	-	true
a	g	l	a	d	true
a	g	l	a	n	true
a	g	l	e	-	true
a	g	l	e	i	true
a	g	l	e	l	true
a	g	l	i	a	true
a	g	l	i	c	true
a	g	l	i	e	true
a	g	l	i	f	true
a	g	l	i	n	true
a	g	l	i	p	true
a	g	l	o	b	true
a	g	l	o	m	true
a	g	l	o	s	true
a	g	l	u	t	true
a	g	l	ă	-	true
a	g	m	a	-	false
a	g	m	a	i	false
a	g	m	a	m	false
a	g	m	a	n	false
a	g	m	a	r	false
a	g	m	a	s	false
a	g	m	a	t	false
a	g	m	a	u	false
a	g	m	a	ș	false
a	g	m	a	ț	false
a	g	m	e	-	false
a	g	m	e	a	false
a	g	m	e	i	false
a	g	m	e	l	false
a	g	m	e	n	false
a	g	m	e	z	false
a	g	m	i	s	false
a	g	m	i	t	false
a	g	m	i	ș	false
a	g	m	o	m	false
a	g	m	o	s	false
a	g	m	u	s	false
a	g	m	â	n	false
a	g	m	ă	-	false
a	g	m	ă	m	false
a	g	m	ă	r	false
a	g	n	a	-	false
a	g	n	a	c	false
a	g	n	a	d	false
a	g	n	a	i	false
a	g	n	a	l	false
a	g	n	a	m	false
a	g	n	a	n	false
a	g	n	a	r	false
a	g	n	a	r	true
a	g	n	a	s	false
a	g	n	a	t	false
a	g	n	a	u	false
a	g	n	a	ș	false
a	g	n	a	ț	false
a	g	n	e	-	false
a	g	n	e	a	false
a	g	n	e	c	false
a	g	n	e	i	false
a	g	n	e	l	false
a	g	n	e	r	false
a	g	n	e	t	false
a	g	n	e	z	false
a	g	n	e	ț	false
a	g	n	i	c	false
a	g	n	i	f	false
a	g	n	i	l	false
a	g	n	i	t	false
a	g	n	o	-	false
a	g	n	o	f	false
a	g	n	o	l	false
a	g	n	o	m	false
a	g	n	o	p	false
a	g	n	o	s	false
a	g	n	o	s	true
a	g	n	o	u	false
a	g	n	o	z	false
a	g	n	o	z	true
a	g	n	o	ș	false
a	g	n	â	n	false
a	g	n	ă	-	false
a	g	n	ă	m	false
a	g	n	ă	r	false
a	g	o	-	-	true
a	g	o	a	n	true
a	g	o	a	r	true
a	g	o	c	i	true
a	g	o	d	a	true
a	g	o	d	e	true
a	g	o	d	ă	true
a	g	o	f	i	true
a	g	o	f	o	true
a	g	o	f	t	false
a	g	o	f	t	true
a	g	o	g	-	true
a	g	o	g	a	true
a	g	o	g	e	true
a	g	o	g	i	true
a	g	o	g	u	true
a	g	o	g	ă	true
a	g	o	l	e	true
a	g	o	l	i	true
a	g	o	l	o	true
a	g	o	m	a	true
a	g	o	m	o	true
a	g	o	n	-	true
a	g	o	n	a	true
a	g	o	n	c	true
a	g	o	n	e	true
a	g	o	n	i	true
a	g	o	n	r	true
a	g	o	n	u	true
a	g	o	n	ă	true
a	g	o	p	l	true
a	g	o	r	-	true
a	g	o	r	a	true
a	g	o	r	e	true
a	g	o	r	i	true
a	g	o	r	o	true
a	g	o	r	u	true
a	g	o	r	ă	true
a	g	o	s	c	true
a	g	o	s	l	true
a	g	o	s	t	true
a	g	o	t	-	true
a	g	o	t	e	true
a	g	o	t	i	true
a	g	o	t	o	true
a	g	o	t	u	true
a	g	o	u	a	true
a	g	o	u	l	true
a	g	o	ț	i	true
a	g	r	a	-	true
a	g	r	a	d	true
a	g	r	a	f	true
a	g	r	a	m	true
a	g	r	a	n	true
a	g	r	a	r	true
a	g	r	a	v	true
a	g	r	a	ț	true
a	g	r	e	-	true
a	g	r	e	a	true
a	g	r	e	b	true
a	g	r	e	e	true
a	g	r	e	g	true
a	g	r	e	i	true
a	g	r	e	l	true
a	g	r	e	m	true
a	g	r	e	s	false
a	g	r	e	s	true
a	g	r	e	u	true
a	g	r	e	â	true
a	g	r	e	ă	true
a	g	r	e	ș	true
a	g	r	i	c	true
a	g	r	i	e	true
a	g	r	i	f	true
a	g	r	i	l	true
a	g	r	i	m	true
a	g	r	i	n	true
a	g	r	i	o	true
a	g	r	i	p	true
a	g	r	i	ș	true
a	g	r	o	a	true
a	g	r	o	b	true
a	g	r	o	c	true
a	g	r	o	e	true
a	g	r	o	f	true
a	g	r	o	g	true
a	g	r	o	i	true
a	g	r	o	l	true
a	g	r	o	m	true
a	g	r	o	n	true
a	g	r	o	p	true
a	g	r	o	s	true
a	g	r	o	t	true
a	g	r	o	z	true
a	g	r	o	ș	true
a	g	r	u	e	true
a	g	r	u	m	true
a	g	r	u	s	true
a	g	r	ă	-	true
a	g	r	ă	i	true
a	g	r	ă	m	true
a	g	s	t	e	false
a	g	u	-	-	true
a	g	u	a	n	true
a	g	u	a	r	true
a	g	u	a	y	true
a	g	u	b	a	true
a	g	u	b	e	true
a	g	u	b	ă	true
a	g	u	d	-	true
a	g	u	d	a	true
a	g	u	d	e	true
a	g	u	d	u	true
a	g	u	d	ă	true
a	g	u	l	-	true
a	g	u	l	a	true
a	g	u	l	e	true
a	g	u	l	i	true
a	g	u	l	o	true
a	g	u	l	u	true
a	g	u	l	â	true
a	g	u	l	ă	true
a	g	u	m	-	true
a	g	u	m	u	true
a	g	u	n	a	true
a	g	u	n	e	true
a	g	u	n	ă	true
a	g	u	r	-	true
a	g	u	r	e	true
a	g	u	r	i	true
a	g	u	r	u	true
a	g	u	s	-	true
a	g	u	s	u	true
a	g	u	z	i	true
a	g	u	ș	i	true
a	g	â	n	d	true
a	g	â	z	-	true
a	g	â	z	i	true
a	g	â	z	u	true
a	g	â	ș	t	true
a	g	â	ț	-	true
a	g	â	ț	i	true
a	g	â	ț	u	true
a	g	ă	-	-	true
a	g	ă	i	-	true
a	g	ă	i	i	true
a	g	ă	i	n	true
a	g	ă	m	-	true
a	g	ă	n	-	true
a	g	ă	n	e	true
a	g	ă	n	u	true
a	g	ă	n	ă	true
a	g	ă	r	-	true
a	g	ă	r	e	true
a	g	ă	r	i	true
a	g	ă	r	l	true
a	g	ă	r	u	true
a	g	ă	t	ă	true
a	g	ă	ț	-	true
a	g	ă	ț	a	true
a	g	ă	ț	i	true
a	g	ă	ț	â	true
a	g	ă	ț	ă	true
a	h	-	-	-	false
a	h	a	-	-	true
a	h	a	d	a	true
a	h	a	g	i	true
a	h	a	i	-	true
a	h	a	l	-	true
a	h	a	l	a	true
a	h	a	l	e	true
a	h	a	l	i	true
a	h	a	l	ă	true
a	h	a	m	-	true
a	h	a	m	i	true
a	h	a	m	u	true
a	h	a	n	-	true
a	h	a	n	e	true
a	h	a	n	u	true
a	h	a	r	-	true
a	h	a	r	a	true
a	h	a	r	e	true
a	h	a	r	i	true
a	h	a	r	n	true
a	h	a	r	o	true
a	h	a	r	u	true
a	h	a	s	v	true
a	h	a	t	-	true
a	h	a	t	u	true
a	h	d	i	s	false
a	h	d	i	ș	false
a	h	e	-	-	true
a	h	e	a	l	true
a	h	e	a	n	true
a	h	e	e	-	true
a	h	e	e	a	true
a	h	e	e	n	true
a	h	e	i	-	true
a	h	e	i	d	true
a	h	e	i	i	true
a	h	e	i	l	true
a	h	e	i	t	true
a	h	e	l	-	true
a	h	e	l	e	true
a	h	e	l	i	true
a	h	e	l	o	true
a	h	e	l	u	true
a	h	e	o	b	true
a	h	e	o	g	true
a	h	e	o	m	true
a	h	e	o	s	true
a	h	e	o	t	true
a	h	e	r	b	true
a	h	e	r	e	true
a	h	e	r	t	true
a	h	e	u	-	true
a	h	e	u	l	true
a	h	i	-	-	false
a	h	i	a	-	true
a	h	i	a	l	true
a	h	i	a	n	true
a	h	i	a	r	true
a	h	i	c	-	true
a	h	i	c	a	true
a	h	i	c	e	true
a	h	i	c	i	true
a	h	i	c	ă	true
a	h	i	d	a	true
a	h	i	d	e	true
a	h	i	d	i	true
a	h	i	d	r	true
a	h	i	d	ă	true
a	h	i	e	-	true
a	h	i	e	i	true
a	h	i	f	a	true
a	h	i	f	e	true
a	h	i	g	r	true
a	h	i	i	-	true
a	h	i	i	i	true
a	h	i	i	l	true
a	h	i	l	a	true
a	h	i	l	o	true
a	h	i	m	e	true
a	h	i	n	o	true
a	h	i	n	ș	true
a	h	i	o	n	true
a	h	i	o	p	true
a	h	i	p	l	true
a	h	i	p	n	true
a	h	i	p	s	true
a	h	i	r	i	true
a	h	i	s	-	true
a	h	i	s	c	true
a	h	i	s	e	true
a	h	i	s	i	true
a	h	i	s	m	true
a	h	i	s	t	true
a	h	i	s	u	true
a	h	i	t	-	true
a	h	i	t	e	true
a	h	i	t	i	true
a	h	i	t	o	true
a	h	i	t	u	true
a	h	i	u	-	true
a	h	i	u	l	true
a	h	i	ș	t	true
a	h	l	a	-	true
a	h	l	a	p	true
a	h	l	e	-	true
a	h	l	e	i	true
a	h	l	e	l	true
a	h	l	p	i	false
a	h	l	ă	-	true
a	h	l	ă	i	true
a	h	l	ă	u	true
a	h	m	a	-	false
a	h	m	a	n	false
a	h	m	e	-	false
a	h	m	e	i	false
a	h	m	e	l	false
a	h	m	i	n	false
a	h	m	u	d	false
a	h	m	u	r	false
a	h	m	ă	-	false
a	h	n	a	-	false
a	h	n	e	-	false
a	h	n	e	i	false
a	h	n	e	l	false
a	h	n	i	a	false
a	h	n	i	d	false
a	h	n	i	e	false
a	h	n	i	i	false
a	h	n	i	u	false
a	h	n	o	f	false
a	h	n	o	i	false
a	h	n	o	l	false
a	h	n	ă	-	false
a	h	o	-	-	true
a	h	o	a	m	true
a	h	o	a	n	true
a	h	o	g	e	true
a	h	o	g	r	true
a	h	o	m	-	true
a	h	o	m	e	true
a	h	o	m	u	true
a	h	o	n	-	true
a	h	o	n	a	true
a	h	o	n	e	true
a	h	o	n	i	true
a	h	o	n	u	true
a	h	o	n	ă	true
a	h	o	n	ț	true
a	h	o	r	-	true
a	h	o	r	c	true
a	h	o	r	e	true
a	h	o	r	i	true
a	h	o	r	n	true
a	h	o	r	u	true
a	h	o	t	n	true
a	h	o	v	e	true
a	h	r	e	z	true
a	h	r	i	s	true
a	h	t	-	-	false
a	h	t	a	-	false
a	h	t	i	a	false
a	h	t	i	c	false
a	h	t	i	e	false
a	h	t	i	i	false
a	h	t	i	n	false
a	h	t	m	a	false
a	h	t	u	l	false
a	h	t	u	r	false
a	h	t	ă	-	false
a	h	u	l	-	true
a	h	u	l	e	true
a	h	u	l	u	true
a	h	u	r	i	true
a	h	u	z	a	true
a	h	u	z	e	true
a	h	u	z	ă	true
a	h	z	a	d	false
a	h	z	a	r	false
a	h	â	n	-	true
a	h	â	n	u	true
a	h	ă	-	-	true
a	h	ă	r	-	true
a	h	ă	r	e	true
a	h	ă	r	i	true
a	h	ă	r	m	true
a	h	ă	r	u	true
a	h	ț	a	h	false
a	h	ț	i	-	false
a	h	ț	i	i	false
a	h	ț	i	l	false
a	i	-	-	-	false
a	i	-	-	-	true
a	i	a	-	-	false
a	i	a	-	-	true
a	i	a	c	-	true
a	i	a	c	e	true
a	i	a	c	i	true
a	i	a	c	o	true
a	i	a	c	u	true
a	i	a	d	a	true
a	i	a	d	e	true
a	i	a	d	u	true
a	i	a	d	ă	true
a	i	a	f	a	true
a	i	a	f	e	true
a	i	a	f	ă	true
a	i	a	i	-	true
a	i	a	j	-	true
a	i	a	j	e	true
a	i	a	j	u	true
a	i	a	l	-	false
a	i	a	l	-	true
a	i	a	l	d	false
a	i	a	l	e	true
a	i	a	l	i	false
a	i	a	l	u	false
a	i	a	l	u	true
a	i	a	l	â	true
a	i	a	m	-	true
a	i	a	m	o	true
a	i	a	n	-	false
a	i	a	n	-	true
a	i	a	n	a	false
a	i	a	n	a	true
a	i	a	n	e	false
a	i	a	n	e	true
a	i	a	n	i	true
a	i	a	n	t	true
a	i	a	n	u	false
a	i	a	n	u	true
a	i	a	n	ă	false
a	i	a	n	ă	true
a	i	a	n	ț	true
a	i	a	p	t	true
a	i	a	r	d	true
a	i	a	r	z	true
a	i	a	r	ă	true
a	i	a	s	e	true
a	i	a	s	t	true
a	i	a	t	-	true
a	i	a	t	a	true
a	i	a	t	e	true
a	i	a	t	u	true
a	i	a	t	ă	true
a	i	a	u	-	true
a	i	a	u	z	false
a	i	a	z	ă	true
a	i	a	ș	i	true
a	i	a	ț	a	true
a	i	a	ț	e	true
a	i	a	ț	i	true
a	i	a	ț	ă	true
a	i	b	a	-	false
a	i	b	a	f	false
a	i	b	a	r	false
a	i	b	e	-	false
a	i	b	e	i	false
a	i	b	e	l	false
a	i	b	e	r	false
a	i	b	i	-	false
a	i	b	i	i	false
a	i	b	o	j	false
a	i	b	ă	-	false
a	i	b	ă	r	false
a	i	c	-	-	false
a	i	c	-	-	true
a	i	c	a	-	false
a	i	c	a	-	true
a	i	c	a	d	false
a	i	c	a	i	true
a	i	c	a	l	false
a	i	c	a	m	true
a	i	c	a	n	false
a	i	c	a	r	false
a	i	c	a	r	true
a	i	c	a	s	true
a	i	c	a	t	true
a	i	c	a	u	true
a	i	c	a	ș	true
a	i	c	a	ț	true
a	i	c	c	i	true
a	i	c	e	-	false
a	i	c	e	-	true
a	i	c	e	a	false
a	i	c	e	d	false
a	i	c	e	i	false
a	i	c	e	i	true
a	i	c	e	l	false
a	i	c	e	l	true
a	i	c	h	e	true
a	i	c	h	i	false
a	i	c	i	-	false
a	i	c	i	-	true
a	i	c	i	i	false
a	i	c	i	i	true
a	i	c	i	l	false
a	i	c	i	l	true
a	i	c	i	s	false
a	i	c	i	t	false
a	i	c	i	t	true
a	i	c	i	z	true
a	i	c	o	-	false
a	i	c	o	-	true
a	i	c	o	i	false
a	i	c	u	l	false
a	i	c	u	l	true
a	i	c	u	n	false
a	i	c	u	r	false
a	i	c	u	r	true
a	i	c	â	n	true
a	i	c	ă	-	false
a	i	c	ă	-	true
a	i	c	ă	d	false
a	i	c	ă	i	false
a	i	c	ă	m	true
a	i	c	ă	r	false
a	i	c	ă	u	false
a	i	d	-	-	false
a	i	d	-	-	true
a	i	d	a	-	false
a	i	d	a	-	true
a	i	d	a	d	false
a	i	d	a	h	false
a	i	d	a	i	false
a	i	d	a	j	true
a	i	d	a	m	false
a	i	d	a	n	false
a	i	d	a	r	false
a	i	d	a	s	false
a	i	d	a	t	false
a	i	d	a	u	false
a	i	d	a	ș	false
a	i	d	a	ț	false
a	i	d	e	-	false
a	i	d	e	-	true
a	i	d	e	a	false
a	i	d	e	b	false
a	i	d	e	c	false
a	i	d	e	h	false
a	i	d	e	i	false
a	i	d	e	i	true
a	i	d	e	l	false
a	i	d	e	l	true
a	i	d	e	r	false
a	i	d	e	z	false
a	i	d	j	a	false
a	i	d	j	e	false
a	i	d	o	m	true
a	i	d	o	n	false
a	i	d	o	ș	false
a	i	d	u	c	false
a	i	d	u	l	false
a	i	d	u	l	true
a	i	d	u	r	false
a	i	d	u	r	true
a	i	d	â	n	false
a	i	d	ă	-	false
a	i	d	ă	-	true
a	i	d	ă	i	false
a	i	d	ă	m	false
a	i	d	ă	u	false
a	i	e	-	-	true
a	i	e	c	t	true
a	i	e	f	u	true
a	i	e	g	r	true
a	i	e	i	-	true
a	i	e	l	e	true
a	i	e	l	o	true
a	i	e	m	-	true
a	i	e	n	e	false
a	i	e	n	e	true
a	i	e	n	i	false
a	i	e	n	ț	true
a	i	e	p	t	true
a	i	e	p	u	true
a	i	e	p	ț	true
a	i	e	r	-	true
a	i	e	r	a	true
a	i	e	r	e	true
a	i	e	r	g	false
a	i	e	r	g	true
a	i	e	r	i	true
a	i	e	r	u	true
a	i	e	r	ă	true
a	i	e	s	t	true
a	i	e	t	-	true
a	i	e	t	a	true
a	i	e	t	e	true
a	i	e	t	u	true
a	i	e	t	ă	true
a	i	e	u	-	true
a	i	e	u	a	true
a	i	e	u	l	true
a	i	e	u	t	true
a	i	e	v	e	true
a	i	e	z	-	true
a	i	e	z	a	true
a	i	e	z	e	true
a	i	e	z	i	true
a	i	e	z	u	true
a	i	e	z	ă	true
a	i	e	ș	t	true
a	i	e	ț	e	true
a	i	e	ț	i	true
a	i	f	-	-	false
a	i	f	-	-	true
a	i	f	a	s	false
a	i	f	e	-	true
a	i	f	e	r	false
a	i	f	e	t	false
a	i	f	i	-	true
a	i	f	l	â	true
a	i	f	u	l	false
a	i	f	u	n	false
a	i	f	u	r	false
a	i	f	u	s	false
a	i	f	ă	-	true
a	i	g	a	-	false
a	i	g	a	l	false
a	i	g	a	u	false
a	i	g	i	i	true
a	i	g	i	u	true
a	i	g	o	n	false
a	i	g	r	a	false
a	i	h	a	i	false
a	i	h	u	i	false
a	i	i	-	-	false
a	i	i	-	-	true
a	i	j	a	-	false
a	i	j	e	-	false
a	i	j	e	i	false
a	i	k	i	d	false
a	i	l	-	-	false
a	i	l	a	-	false
a	i	l	a	g	false
a	i	l	a	i	false
a	i	l	a	j	false
a	i	l	a	l	false
a	i	l	a	m	false
a	i	l	a	n	false
a	i	l	a	r	false
a	i	l	a	s	false
a	i	l	a	t	false
a	i	l	a	u	false
a	i	l	a	ș	false
a	i	l	a	ț	false
a	i	l	e	-	false
a	i	l	e	a	false
a	i	l	e	i	false
a	i	l	e	l	false
a	i	l	e	r	false
a	i	l	e	u	false
a	i	l	e	z	false
a	i	l	i	a	true
a	i	l	i	b	false
a	i	l	i	b	true
a	i	l	i	e	true
a	i	l	i	i	true
a	i	l	i	s	false
a	i	l	i	ș	false
a	i	l	i	ț	true
a	i	l	l	e	false
a	i	l	o	a	false
a	i	l	o	n	false
a	i	l	o	r	false
a	i	l	u	l	false
a	i	l	u	r	false
a	i	l	â	c	false
a	i	l	â	n	false
a	i	l	ă	-	false
a	i	l	ă	m	false
a	i	l	ă	r	false
a	i	m	-	-	false
a	i	m	a	-	false
a	i	m	a	c	false
a	i	m	a	n	false
a	i	m	a	r	false
a	i	m	a	u	false
a	i	m	e	-	false
a	i	m	e	i	false
a	i	m	e	l	false
a	i	m	f	-	true
a	i	m	f	u	true
a	i	m	i	-	false
a	i	m	i	i	false
a	i	m	i	l	false
a	i	m	i	o	true
a	i	m	o	a	false
a	i	m	o	c	false
a	i	m	o	s	false
a	i	m	o	ș	false
a	i	m	p	r	true
a	i	m	p	u	true
a	i	m	u	l	false
a	i	m	u	n	true
a	i	m	u	ț	false
a	i	m	ă	-	false
a	i	m	ă	l	false
a	i	n	-	-	false
a	i	n	-	-	true
a	i	n	a	-	false
a	i	n	a	-	true
a	i	n	a	i	false
a	i	n	a	m	false
a	i	n	a	r	false
a	i	n	a	s	false
a	i	n	a	t	false
a	i	n	a	u	false
a	i	n	a	ș	false
a	i	n	a	ț	false
a	i	n	d	-	true
a	i	n	d	i	true
a	i	n	d	u	false
a	i	n	e	-	false
a	i	n	e	-	true
a	i	n	e	a	false
a	i	n	e	a	true
a	i	n	e	i	false
a	i	n	e	i	true
a	i	n	e	l	false
a	i	n	e	n	false
a	i	n	e	r	false
a	i	n	e	s	true
a	i	n	e	t	false
a	i	n	e	z	false
a	i	n	e	ș	true
a	i	n	f	e	true
a	i	n	f	o	true
a	i	n	g	-	true
a	i	n	g	i	true
a	i	n	g	u	true
a	i	n	i	-	false
a	i	n	i	-	true
a	i	n	i	a	true
a	i	n	i	c	false
a	i	n	i	e	true
a	i	n	i	i	true
a	i	n	i	m	true
a	i	n	i	n	true
a	i	n	i	r	true
a	i	n	i	s	false
a	i	n	i	s	true
a	i	n	i	t	true
a	i	n	i	ș	false
a	i	n	i	ș	true
a	i	n	i	ț	false
a	i	n	i	ț	true
a	i	n	l	â	true
a	i	n	o	a	false
a	i	n	o	m	true
a	i	n	o	u	false
a	i	n	o	z	false
a	i	n	t	a	false
a	i	n	t	e	false
a	i	n	t	e	true
a	i	n	t	â	false
a	i	n	t	ă	false
a	i	n	u	l	true
a	i	n	u	r	true
a	i	n	â	n	false
a	i	n	ă	-	false
a	i	n	ă	-	true
a	i	n	ă	m	false
a	i	n	ă	r	false
a	i	o	a	l	true
a	i	o	a	n	true
a	i	o	a	r	true
a	i	o	a	s	true
a	i	o	f	i	true
a	i	o	l	-	true
a	i	o	l	u	true
a	i	o	m	e	true
a	i	o	n	-	true
a	i	o	n	a	true
a	i	o	n	e	true
a	i	o	n	u	true
a	i	o	n	â	true
a	i	o	n	ă	true
a	i	o	r	-	false
a	i	o	r	-	true
a	i	o	r	e	true
a	i	o	r	i	false
a	i	o	r	i	true
a	i	o	r	u	false
a	i	o	r	u	true
