b10	a01	a12	a23	syl
b	u	d	a	false
b	u	d	e	false
b	u	d	i	false
b	u	d	o	false
b	u	d	u	false
b	u	d	â	false
b	u	d	ă	false
b	u	f	-	false
b	u	f	a	false
b	u	f	e	false
b	u	f	i	false
b	u	f	l	false
b	u	f	n	false
b	u	f	o	false
b	u	f	t	false
b	u	f	ă	false
b	u	g	e	false
b	u	g	h	false
b	u	g	l	false
b	u	h	-	false
b	u	h	a	false
b	u	h	e	false
b	u	h	o	false
b	u	h	u	false
b	u	h	ă	false
b	u	i	-	false
b	u	i	a	false
b	u	i	b	false
b	u	i	e	false
b	u	i	i	false
b	u	i	m	false
b	u	i	n	false
b	u	i	o	false
b	u	i	r	false
b	u	i	s	false
b	u	i	t	false
b	u	i	u	false
b	u	i	z	false
b	u	i	ș	false
b	u	i	ț	false
b	u	j	d	false
b	u	j	e	false
b	u	j	i	false
b	u	j	o	false
b	u	l	-	false
b	u	l	a	false
b	u	l	b	false
b	u	l	c	false
b	u	l	d	false
b	u	l	e	false
b	u	l	f	false
b	u	l	g	false
b	u	l	h	false
b	u	l	i	false
b	u	l	m	false
b	u	l	o	false
b	u	l	u	false
b	u	l	v	false
b	u	l	z	false
b	u	l	â	false
b	u	l	ă	false
b	u	m	-	false
b	u	m	a	false
b	u	m	b	false
b	u	m	e	false
b	u	m	i	false
b	u	m	o	false
b	u	m	u	false
b	u	m	ă	false
b	u	n	-	false
b	u	n	a	false
b	u	n	c	false
b	u	n	d	false
b	u	n	e	false
b	u	n	g	false
b	u	n	i	false
b	u	n	i	true
b	u	n	o	false
b	u	n	p	false
b	u	n	s	false
b	u	n	t	false
b	u	n	u	false
b	u	n	z	false
b	u	n	â	false
b	u	n	ă	false
b	u	n	ț	false
b	u	r	-	false
b	u	r	a	false
b	u	r	b	false
b	u	r	b	true
b	u	r	c	false
b	u	r	d	false
b	u	r	e	false
b	u	r	f	false
b	u	r	g	false
b	u	r	h	false
b	u	r	i	false
b	u	r	j	false
b	u	r	l	false
b	u	r	m	false
b	u	r	n	false
b	u	r	o	false
b	u	r	s	false
b	u	r	t	false
b	u	r	u	false
b	u	r	z	false
b	u	r	â	false
b	u	r	ă	false
b	u	r	ș	false
b	u	r	ț	false
b	u	s	-	false
b	u	s	c	false
b	u	s	e	false
b	u	s	i	false
b	u	s	n	false
b	u	s	o	false
b	u	s	t	false
b	u	s	u	false
b	u	t	-	false
b	u	t	a	false
b	u	t	c	false
b	u	t	e	false
b	u	t	i	false
b	u	t	n	false
b	u	t	o	false
b	u	t	u	false
b	u	t	â	false
b	u	t	ă	false
b	u	u	l	false
b	u	u	r	false
b	u	u	u	false
b	u	v	a	false
b	u	v	e	false
b	u	v	i	false
b	u	x	a	false
b	u	z	-	false
b	u	z	a	false
b	u	z	d	false
b	u	z	e	false
b	u	z	i	false
b	u	z	n	false
b	u	z	o	false
b	u	z	u	false
b	u	z	â	false
b	u	z	ă	false
b	u	ș	-	false
b	u	ș	a	false
b	u	ș	c	false
b	u	ș	e	false
b	u	ș	i	false
b	u	ș	l	false
b	u	ș	m	false
b	u	ș	o	false
b	u	ș	t	false
b	u	ș	u	false
b	u	ș	â	false
b	u	ș	ă	false
b	u	ț	-	false
b	u	ț	a	false
b	u	ț	e	false
b	u	ț	i	false
b	u	ț	u	false
b	u	ț	ă	false
b	v	e	n	true
b	v	e	r	true
b	v	u	l	true
b	y	-	-	false
b	y	i	s	false
b	y	i	ș	false
b	y	r	o	false
b	y	t	e	true
b	y	t	u	true
b	y	u	l	false
b	y	u	r	false
b	y	x	-	false
b	y	x	u	false
b	y	ț	i	true
b	z	-	-	false
b	z	a	-	true
b	z	a	r	true
b	z	e	-	true
b	z	e	i	true
b	z	e	l	true
b	z	i	-	false
b	z	i	-	true
b	z	i	c	true
b	z	i	d	true
b	z	i	s	true
b	z	i	ș	true
b	z	o	n	true
b	z	u	i	true
b	z	u	l	true
b	z	u	r	true
b	z	ă	-	true
b	z	ă	l	true
b	â	c	-	false
b	â	c	a	false
b	â	c	b	false
b	â	c	s	false
b	â	c	u	false
b	â	c	â	false
b	â	h	l	false
b	â	i	-	false
b	â	i	a	false
b	â	i	e	false
b	â	i	g	false
b	â	i	i	false
b	â	i	l	false
b	â	i	m	false
b	â	i	n	false
b	â	i	r	false
b	â	i	s	false
b	â	i	t	false
b	â	i	ș	false
b	â	i	ț	false
b	â	j	b	false
b	â	l	a	false
b	â	l	b	false
b	â	l	c	false
b	â	l	d	false
b	â	l	e	false
b	â	l	i	false
b	â	l	t	false
b	â	l	ă	false
b	â	n	c	false
b	â	n	d	false
b	â	n	t	false
b	â	n	z	false
b	â	n	ț	false
b	â	r	-	false
b	â	r	c	false
b	â	r	f	false
b	â	r	l	false
b	â	r	n	false
b	â	r	r	false
b	â	r	s	false
b	â	r	z	false
b	â	r	â	false
b	â	r	ș	false
b	â	t	-	false
b	â	t	a	false
b	â	t	e	false
b	â	t	i	false
b	â	t	l	false
b	â	t	u	false
b	â	t	ă	false
b	â	z	-	false
b	â	z	a	false
b	â	z	d	false
b	â	z	e	false
b	â	z	o	false
b	â	z	z	false
b	â	z	â	false
b	â	z	ă	false
b	â	ș	t	false
b	â	ț	-	false
b	â	ț	a	false
b	â	ț	i	false
b	â	ț	â	false
b	î	m	p	false
b	î	m	p	true
b	î	n	c	false
b	î	n	c	true
b	î	n	t	false
b	î	n	t	true
b	î	n	ț	false
b	î	n	ț	true
b	ă	-	-	false
b	ă	a	l	false
b	ă	b	a	false
b	ă	b	e	false
b	ă	b	o	false
b	ă	b	u	false
b	ă	b	ă	false
b	ă	c	a	false
b	ă	c	e	false
b	ă	c	i	false
b	ă	c	r	false
b	ă	c	u	false
b	ă	c	ă	false
b	ă	d	-	false
b	ă	d	a	false
b	ă	d	e	false
b	ă	d	i	false
b	ă	d	o	false
b	ă	d	â	false
b	ă	d	ă	false
b	ă	g	a	false
b	ă	g	e	false
b	ă	g	i	false
b	ă	g	r	false
b	ă	g	â	false
b	ă	g	ă	false
b	ă	h	n	false
b	ă	i	-	false
b	ă	i	a	false
b	ă	i	c	false
b	ă	i	e	false
b	ă	i	i	false
b	ă	i	l	false
b	ă	i	m	false
b	ă	i	n	false
b	ă	i	r	false
b	ă	i	s	false
b	ă	i	t	false
b	ă	i	ș	false
b	ă	i	ț	false
b	ă	j	e	false
b	ă	l	-	false
b	ă	l	a	false
b	ă	l	b	false
b	ă	l	e	false
b	ă	l	i	false
b	ă	l	m	false
b	ă	l	o	false
b	ă	l	s	false
b	ă	l	t	false
b	ă	l	u	false
b	ă	l	v	false
b	ă	l	â	false
b	ă	l	ă	false
b	ă	l	ț	false
b	ă	m	-	false
b	ă	m	a	false
b	ă	m	o	false
b	ă	n	-	false
b	ă	n	a	false
b	ă	n	c	false
b	ă	n	d	false
b	ă	n	e	false
b	ă	n	i	false
b	ă	n	o	false
b	ă	n	u	false
b	ă	n	ă	false
b	ă	n	ț	false
b	ă	r	-	false
b	ă	r	a	false
b	ă	r	b	false
b	ă	r	c	false
b	ă	r	d	false
b	ă	r	e	false
b	ă	r	i	false
b	ă	r	n	false
b	ă	r	u	false
b	ă	r	v	false
b	ă	r	z	false
b	ă	r	â	false
b	ă	r	î	false
b	ă	r	ă	false
b	ă	r	ț	false
b	ă	s	c	false
b	ă	s	m	false
b	ă	s	n	false
b	ă	s	t	false
b	ă	t	-	false
b	ă	t	a	false
b	ă	t	e	false
b	ă	t	i	false
b	ă	t	o	false
b	ă	t	r	false
b	ă	t	u	false
b	ă	t	â	false
b	ă	t	ă	false
b	ă	u	-	false
b	ă	u	b	false
b	ă	u	c	false
b	ă	u	i	false
b	ă	u	l	false
b	ă	u	n	false
b	ă	u	r	false
b	ă	u	s	false
b	ă	u	t	false
b	ă	u	ș	false
b	ă	u	ț	false
b	ă	v	e	false
b	ă	v	i	false
b	ă	ș	c	false
b	ă	ș	i	false
b	ă	ș	t	false
b	ă	ț	-	false
b	ă	ț	e	false
b	ă	ț	i	false
b	ă	ț	o	false
b	ă	ț	u	false
b	ș	e	f	true
b	ș	t	e	true
b	ș	t	i	true
b	ț	i	a	true
b	ț	i	b	true
b	ț	i	e	true
b	ț	i	g	true
b	ț	i	i	true
b	ț	i	n	true
b	ț	i	o	true
b	ț	i	r	true
c	a	-	-	false
c	a	a	l	false
c	a	a	p	false
c	a	b	-	false
c	a	b	a	false
c	a	b	e	false
c	a	b	i	false
c	a	b	l	false
c	a	b	o	false
c	a	b	r	false
c	a	b	u	false
c	a	c	-	false
c	a	c	a	false
c	a	c	e	false
c	a	c	h	false
c	a	c	i	false
c	a	c	o	false
c	a	c	t	false
c	a	c	u	false
c	a	d	-	false
c	a	d	a	false
c	a	d	e	false
c	a	d	i	false
c	a	d	m	false
c	a	d	o	false
c	a	d	r	false
c	a	d	u	false
c	a	d	â	false
c	a	d	ă	false
c	a	e	d	false
c	a	f	-	false
c	a	f	a	false
c	a	f	e	false
c	a	f	l	false
c	a	f	o	false
c	a	f	r	false
c	a	f	t	false
c	a	f	u	false
c	a	f	ă	false
c	a	g	a	false
c	a	g	e	false
c	a	g	i	false
c	a	g	l	false
c	a	g	o	false
c	a	g	r	false
c	a	g	u	false
c	a	h	l	false
c	a	h	u	false
c	a	i	-	false
c	a	i	a	false
c	a	i	b	false
c	a	i	c	false
c	a	i	d	false
c	a	i	e	false
c	a	i	i	false
c	a	i	l	false
c	a	i	m	false
c	a	i	n	false
c	a	i	p	false
c	a	i	r	false
c	a	i	s	false
c	a	i	u	false
c	a	i	v	false
c	a	i	z	false
c	a	i	z	true
c	a	i	ș	false
c	a	i	ț	false
c	a	j	-	false
c	a	j	a	false
c	a	j	e	false
c	a	j	i	false
c	a	j	u	false
c	a	j	ă	false
c	a	l	-	false
c	a	l	a	false
c	a	l	c	false
c	a	l	d	false
c	a	l	e	false
c	a	l	f	false
c	a	l	i	false
c	a	l	m	false
c	a	l	n	false
c	a	l	o	false
c	a	l	p	false
c	a	l	s	false
c	a	l	t	false
c	a	l	u	false
c	a	l	v	false
c	a	l	z	false
c	a	l	â	false
c	a	l	ă	false
c	a	l	ț	false
c	a	m	-	false
c	a	m	a	false
c	a	m	b	false
c	a	m	d	false
c	a	m	e	false
c	a	m	f	false
c	a	m	g	false
c	a	m	i	false
c	a	m	o	false
c	a	m	p	false
c	a	m	u	false
c	a	m	ă	false
c	a	n	-	false
c	a	n	a	false
c	a	n	c	false
c	a	n	d	false
c	a	n	e	false
c	a	n	g	false
c	a	n	i	false
c	a	n	n	false
c	a	n	o	false
c	a	n	t	false
c	a	n	t	true
c	a	n	u	false
c	a	n	â	false
c	a	n	ă	false
c	a	n	ț	false
c	a	o	-	false
c	a	o	l	false
c	a	o	t	false
c	a	p	-	false
c	a	p	a	false
c	a	p	c	false
c	a	p	d	false
c	a	p	e	false
c	a	p	i	false
c	a	p	l	false
c	a	p	n	false
c	a	p	o	false
c	a	p	r	false
c	a	p	s	false
c	a	p	t	false
c	a	p	u	false
c	a	p	â	false
c	a	p	î	false
c	a	p	ă	false
c	a	r	-	false
c	a	r	-	true
c	a	r	a	false
c	a	r	b	false
c	a	r	c	false
c	a	r	d	false
c	a	r	e	false
c	a	r	f	false
c	a	r	g	false
c	a	r	i	false
c	a	r	i	true
c	a	r	l	false
c	a	r	m	false
c	a	r	m	true
c	a	r	n	false
c	a	r	o	false
c	a	r	p	false
c	a	r	s	false
c	a	r	t	false
c	a	r	u	false
c	a	r	u	true
c	a	r	v	false
c	a	r	z	false
c	a	r	â	false
c	a	r	ă	false
c	a	s	-	false
c	a	s	a	false
c	a	s	c	false
c	a	s	e	false
c	a	s	i	false
c	a	s	m	false
c	a	s	n	false
c	a	s	o	false
c	a	s	t	false
c	a	s	u	false
c	a	s	â	false
c	a	s	ă	false
c	a	t	-	false
c	a	t	a	false
c	a	t	e	false
c	a	t	g	false
c	a	t	h	false
c	a	t	i	false
c	a	t	l	false
c	a	t	o	false
c	a	t	r	false
c	a	t	u	false
c	a	t	â	false
c	a	t	ă	false
c	a	u	-	false
c	a	u	a	false
c	a	u	c	false
c	a	u	d	false
c	a	u	e	false
c	a	u	l	false
c	a	u	n	false
c	a	u	p	false
c	a	u	r	false
c	a	u	s	false
c	a	u	t	false
c	a	u	t	true
c	a	u	z	false
c	a	u	ă	false
c	a	u	ț	false
c	a	v	-	false
c	a	v	a	false
c	a	v	e	false
c	a	v	i	false
c	a	v	o	false
c	a	v	u	false
c	a	v	â	false
c	a	v	ă	false
c	a	z	-	false
c	a	z	a	false
c	a	z	e	false
c	a	z	i	false
c	a	z	m	false
c	a	z	n	false
c	a	z	o	false
c	a	z	u	false
c	a	z	â	false
c	a	z	ă	false
c	a	ș	-	false
c	a	ș	a	false
c	a	ș	c	false
c	a	ș	e	false
c	a	ș	i	false
c	a	ș	m	false
c	a	ș	o	false
c	a	ș	t	false
c	a	ș	u	false
c	a	ș	ă	false
c	a	ț	-	false
c	a	ț	a	false
c	a	ț	e	false
c	a	ț	i	false
c	a	ț	u	false
c	a	ț	ă	false
c	b	a	ș	true
c	b	o	c	true
c	b	u	r	true
c	b	â	c	true
c	b	ă	ș	true
c	c	-	-	false
c	c	a	-	true
c	c	a	t	true
c	c	c	-	false
c	c	c	c	false
c	c	e	a	true
c	c	e	d	true
c	c	e	e	true
c	c	e	l	true
c	c	e	n	true
c	c	e	p	true
c	c	e	s	true
c	c	e	z	true
c	c	i	-	true
c	c	i	a	true
c	c	i	d	true
c	c	i	e	true
c	c	i	f	true
c	c	i	g	true
c	c	i	i	true
c	c	i	n	true
c	c	i	o	true
c	c	i	p	true
c	c	i	s	true
c	c	i	u	true
c	c	i	z	true
c	c	o	-	true
c	c	o	r	true
c	d	a	u	true
c	d	e	m	true
c	d	i	a	true
c	d	o	c	true
c	d	o	t	true
c	e	-	-	false
c	e	-	-	true
c	e	a	-	false
c	e	a	c	false
c	e	a	d	false
c	e	a	f	false
c	e	a	g	false
c	e	a	h	false
c	e	a	i	false
c	e	a	l	false
c	e	a	m	false
c	e	a	n	false
c	e	a	p	false
c	e	a	r	false
c	e	a	s	false
c	e	a	t	false
c	e	a	u	false
c	e	a	v	false
c	e	a	z	false
c	e	a	ș	false
c	e	a	ț	false
c	e	b	a	false
c	e	b	o	false
c	e	b	ă	false
c	e	c	-	false
c	e	c	a	false
c	e	c	h	false
c	e	c	i	false
c	e	c	m	false
c	e	c	o	false
c	e	c	u	false
c	e	c	â	false
c	e	c	ă	false
c	e	d	-	false
c	e	d	a	false
c	e	d	e	false
c	e	d	i	false
c	e	d	o	false
c	e	d	r	false
c	e	d	u	false
c	e	d	â	false
c	e	d	ă	false
c	e	e	-	false
c	e	e	a	false
c	e	e	i	false
c	e	e	l	false
c	e	e	n	false
c	e	e	v	false
c	e	f	a	false
c	e	f	e	false
c	e	g	a	false
c	e	g	e	false
c	e	g	i	false
c	e	g	u	false
c	e	g	ă	false
c	e	h	-	false
c	e	h	a	false
c	e	h	e	false
c	e	h	i	false
c	e	h	o	false
c	e	h	u	false
c	e	h	ă	false
c	e	i	-	false
c	e	i	a	false
c	e	i	d	false
c	e	i	e	false
c	e	i	f	false
c	e	i	i	false
c	e	i	l	false
c	e	i	n	false
c	e	i	u	false
c	e	l	-	false
c	e	l	a	false
c	e	l	e	false
c	e	l	i	false
c	e	l	l	false
c	e	l	m	false
c	e	l	o	false
c	e	l	s	false
c	e	l	t	false
c	e	l	u	false
c	e	l	â	false
c	e	l	ă	false
c	e	l	ț	false
c	e	m	-	false
c	e	m	a	false
c	e	m	b	false
c	e	m	e	false
c	e	m	i	false
c	e	m	i	true
c	e	m	o	false
c	e	m	u	false
c	e	m	v	false
c	e	n	-	false
c	e	n	a	false
c	e	n	c	false
c	e	n	d	false
c	e	n	e	false
c	e	n	g	true
c	e	n	i	false
c	e	n	o	false
c	e	n	s	false
c	e	n	t	false
c	e	n	u	false
c	e	n	z	false
c	e	n	â	false
c	e	n	ă	false
c	e	n	ș	false
c	e	n	ț	false
c	e	o	l	false
c	e	p	-	false
c	e	p	a	false
c	e	p	c	false
c	e	p	e	false
c	e	p	i	false
c	e	p	r	false
c	e	p	s	false
c	e	p	t	false
c	e	p	u	false
c	e	p	â	false
c	e	p	ă	false
c	e	p	ș	false
c	e	p	ț	false
c	e	r	-	false
c	e	r	a	false
c	e	r	b	false
c	e	r	c	false
c	e	r	d	false
c	e	r	e	false
c	e	r	g	false
c	e	r	i	false
c	e	r	n	false
c	e	r	o	false
c	e	r	p	false
c	e	r	t	false
c	e	r	u	false
c	e	r	v	false
c	e	r	â	false
c	e	r	ă	false
c	e	r	ș	false
c	e	r	ț	false
c	e	s	-	false
c	e	s	a	false
c	e	s	c	false
c	e	s	e	false
c	e	s	i	false
c	e	s	n	false
c	e	s	o	false
c	e	s	p	false
c	e	s	t	false
c	e	s	u	false
c	e	s	v	false
c	e	s	â	false
c	e	s	ă	false
c	e	t	-	false
c	e	t	a	false
c	e	t	e	false
c	e	t	i	false
c	e	t	l	false
c	e	t	n	false
c	e	t	o	false
c	e	t	u	false
c	e	t	â	false
c	e	t	ă	false
c	e	u	-	false
c	e	u	c	false
c	e	u	l	false
c	e	u	m	false
c	e	u	n	false
c	e	u	r	false
c	e	u	t	false
c	e	v	a	false
c	e	v	e	false
c	e	v	i	false
c	e	y	l	false
c	e	z	-	false
c	e	z	a	false
c	e	z	e	false
c	e	z	i	false
c	e	z	u	false
c	e	z	â	false
c	e	z	ă	false
c	e	ș	-	false
c	e	ș	c	false
c	e	ș	e	false
c	e	ș	i	false
c	e	ș	t	false
c	e	ș	u	false
c	e	ț	i	false
c	e	ț	o	false
c	e	ț	u	false
c	f	e	r	true
c	f	i	i	true
c	f	i	u	true
c	f	o	n	true
c	f	r	o	true
c	g	a	r	false
c	g	a	r	true
c	g	h	i	true
c	g	ă	r	false
c	g	ă	r	true
c	h	-	-	false
c	h	a	i	false
c	h	a	m	false
c	h	a	r	false
c	h	e	-	false
c	h	e	a	false
c	h	e	b	false
c	h	e	c	false
c	h	e	d	false
c	h	e	e	false
c	h	e	f	false
c	h	e	g	false
c	h	e	h	false
c	h	e	i	false
c	h	e	l	false
c	h	e	m	false
c	h	e	n	false
c	h	e	o	false
c	h	e	p	false
c	h	e	r	false
c	h	e	s	false
c	h	e	t	false
c	h	e	u	false
c	h	e	z	false
c	h	e	ș	false
c	h	e	ț	false
c	h	i	-	false
c	h	i	a	false
c	h	i	b	false
c	h	i	c	false
c	h	i	d	false
c	h	i	e	false
c	h	i	f	false
c	h	i	g	false
c	h	i	h	false
c	h	i	i	false
c	h	i	j	false
c	h	i	l	false
c	h	i	m	false
c	h	i	n	false
c	h	i	o	false
c	h	i	p	false
c	h	i	r	false
c	h	i	s	false
c	h	i	t	false
c	h	i	u	false
c	h	i	v	false
c	h	i	x	false
c	h	i	z	false
c	h	i	â	false
c	h	i	ș	false
c	h	i	ț	false
c	h	l	o	true
c	h	m	e	true
c	h	n	e	true
c	h	o	-	false
c	h	o	r	false
c	h	o	u	false
c	h	r	i	false
c	h	t	i	false
c	h	u	a	false
c	h	u	l	false
c	h	u	r	false
c	i	-	-	false
c	i	-	-	true
c	i	a	-	false
c	i	a	b	false
c	i	a	c	false
c	i	a	d	false
c	i	a	f	false
c	i	a	i	false
c	i	a	l	false
c	i	a	m	false
c	i	a	n	false
c	i	a	r	false
c	i	a	s	false
c	i	a	t	false
c	i	a	u	false
c	i	a	v	false
c	i	a	z	false
c	i	a	ș	false
c	i	a	ț	false
c	i	b	e	false
c	i	b	i	false
c	i	b	o	false
c	i	b	ă	false
c	i	c	-	false
c	i	c	a	false
c	i	c	e	false
c	i	c	h	false
c	i	c	i	false
c	i	c	l	false
c	i	c	o	false
c	i	c	u	false
c	i	c	â	false
c	i	c	ă	false
c	i	d	-	false
c	i	d	a	false
c	i	d	e	false
c	i	d	i	false
c	i	d	o	false
c	i	d	r	false
c	i	d	u	false
c	i	d	â	false
c	i	d	ă	false
c	i	e	-	false
c	i	e	a	false
c	i	e	i	false
c	i	e	l	false
c	i	e	m	false
c	i	e	n	false
c	i	e	r	false
c	i	e	s	false
c	i	e	t	false
c	i	e	z	false
c	i	e	ș	false
c	i	f	-	false
c	i	f	a	false
c	i	f	e	false
c	i	f	i	false
c	i	f	l	false
c	i	f	o	false
c	i	f	r	false
c	i	f	u	false
c	i	g	a	false
c	i	g	e	false
c	i	g	i	false
c	i	g	r	false
c	i	g	â	false
c	i	g	ă	false
c	i	h	ă	false
c	i	i	-	false
c	i	i	a	false
c	i	i	b	false
c	i	i	d	false
c	i	i	i	false
c	i	i	l	false
c	i	i	m	false
c	i	i	n	false
c	i	i	r	false
c	i	i	s	false
c	i	i	t	false
c	i	i	ș	false
c	i	i	ț	false
c	i	l	-	false
c	i	l	a	false
c	i	l	e	false
c	i	l	i	false
c	i	l	l	false
c	i	l	o	false
c	i	l	u	false
c	i	l	â	false
c	i	l	ă	false
c	i	m	-	false
c	i	m	a	false
c	i	m	b	false
c	i	m	e	false
c	i	m	i	false
c	i	m	o	false
c	i	m	p	false
c	i	m	â	false
c	i	m	ă	false
c	i	n	-	false
c	i	n	a	false
c	i	n	c	false
c	i	n	d	false
c	i	n	e	false
c	i	n	g	false
c	i	n	i	false
c	i	n	o	false
c	i	n	s	false
c	i	n	t	false
c	i	n	u	false
c	i	n	z	false
c	i	n	â	false
c	i	n	ă	false
c	i	n	ș	false
c	i	n	ț	false
c	i	o	-	false
c	i	o	a	false
c	i	o	b	false
c	i	o	c	false
c	i	o	d	false
c	i	o	e	false
c	i	o	f	false
c	i	o	g	false
c	i	o	h	false
c	i	o	i	false
c	i	o	l	false
c	i	o	m	false
c	i	o	n	false
c	i	o	p	false
c	i	o	r	false
c	i	o	s	false
c	i	o	t	false
c	i	o	u	false
c	i	o	v	false
c	i	o	z	false
c	i	o	ș	false
c	i	p	-	false
c	i	p	a	false
c	i	p	c	false
c	i	p	e	false
c	i	p	i	false
c	i	p	l	false
c	i	p	o	false
c	i	p	r	false
c	i	p	u	false
c	i	p	â	false
c	i	p	ă	false
c	i	r	-	false
c	i	r	a	false
c	i	r	c	false
c	i	r	e	false
c	i	r	i	false
c	i	r	l	false
c	i	r	o	false
c	i	r	t	false
c	i	r	u	false
c	i	r	â	false
c	i	r	ă	false
c	i	s	-	false
c	i	s	a	false
c	i	s	b	false
c	i	s	c	false
c	i	s	e	false
c	i	s	i	false
c	i	s	l	false
c	i	s	m	false
c	i	s	n	false
c	i	s	o	false
c	i	s	p	false
c	i	s	s	false
c	i	s	t	false
c	i	s	u	false
c	i	s	ă	false
c	i	t	-	false
c	i	t	a	false
c	i	t	e	false
c	i	t	i	false
c	i	t	o	false
c	i	t	r	false
c	i	t	u	false
c	i	t	â	false
c	i	t	ă	false
c	i	u	-	false
c	i	u	a	false
c	i	u	b	false
c	i	u	c	false
c	i	u	d	false
c	i	u	e	false
c	i	u	f	false
c	i	u	g	false
c	i	u	h	false
c	i	u	i	false
c	i	u	l	false
c	i	u	m	false
c	i	u	n	false
c	i	u	p	false
c	i	u	r	false
c	i	u	t	false
c	i	u	v	false
c	i	u	â	false
c	i	u	ă	false
c	i	u	ș	false
c	i	u	ț	false
c	i	v	-	false
c	i	v	a	false
c	i	v	e	false
c	i	v	i	false
c	i	v	o	false
c	i	v	ă	false
c	i	z	-	false
c	i	z	a	false
c	i	z	e	false
c	i	z	i	false
c	i	z	m	false
c	i	z	o	false
c	i	z	u	false
c	i	z	â	false
c	i	z	ă	false
c	i	ș	-	false
c	i	ș	a	false
c	i	ș	e	false
c	i	ș	i	false
c	i	ș	m	false
c	i	ș	o	false
c	i	ș	t	false
c	i	ș	u	false
c	i	ș	â	false
c	i	ș	ă	false
c	i	ț	a	false
c	i	ț	e	false
c	i	ț	i	false
c	i	ț	ă	false
c	k	-	-	false
c	k	e	l	false
c	k	i	s	false
c	k	k	o	false
c	k	u	l	false
c	k	u	r	false
c	l	a	-	false
c	l	a	b	false
c	l	a	c	false
c	l	a	d	false
c	l	a	i	false
c	l	a	j	false
c	l	a	l	false
c	l	a	m	false
c	l	a	n	false
c	l	a	p	false
c	l	a	r	false
c	l	a	s	false
c	l	a	t	false
c	l	a	u	false
c	l	a	v	false
c	l	a	x	false
c	l	a	z	false
c	l	a	ș	false
c	l	a	ț	false
c	l	e	-	false
c	l	e	a	false
c	l	e	c	false
c	l	e	e	false
c	l	e	f	false
c	l	e	i	false
c	l	e	j	false
c	l	e	l	false
c	l	e	m	false
c	l	e	n	false
c	l	e	o	false
c	l	e	p	false
c	l	e	r	false
c	l	e	s	false
c	l	e	t	false
c	l	e	u	false
c	l	e	v	false
c	l	e	z	false
c	l	e	â	false
c	l	e	ă	false
c	l	e	ș	false
c	l	e	ț	false
c	l	i	-	false
c	l	i	a	false
c	l	i	c	false
c	l	i	d	false
c	l	i	e	false
c	l	i	f	false
c	l	i	i	false
c	l	i	l	false
c	l	i	m	false
c	l	i	n	false
c	l	i	o	false
c	l	i	p	false
c	l	i	r	false
c	l	i	s	false
c	l	i	t	false
c	l	i	u	false
c	l	i	v	false
c	l	i	z	false
c	l	i	ș	false
c	l	i	ț	false
c	l	o	a	false
c	l	o	b	false
c	l	o	c	false
c	l	o	d	false
c	l	o	f	false
c	l	o	g	false
c	l	o	h	false
c	l	o	i	false
c	l	o	l	false
c	l	o	m	false
c	l	o	n	false
c	l	o	p	false
c	l	o	r	false
c	l	o	r	true
c	l	o	s	false
c	l	o	t	false
c	l	o	v	false
c	l	o	z	false
c	l	o	ș	false
c	l	o	ț	false
c	l	r	o	true
c	l	u	-	false
c	l	u	b	false
c	l	u	c	false
c	l	u	d	false
c	l	u	i	false
c	l	u	j	false
c	l	u	l	false
c	l	u	o	false
c	l	u	p	false
c	l	u	r	false
c	l	u	s	false
c	l	u	u	false
c	l	u	z	false
c	l	u	ș	false
c	l	u	ț	false
c	l	â	c	false
c	l	â	c	true
c	l	â	n	false
c	l	ă	-	false
c	l	ă	b	false
c	l	ă	c	false
c	l	ă	d	false
c	l	ă	i	false
c	l	ă	m	false
c	l	ă	n	false
c	l	ă	p	false
c	l	ă	r	false
c	l	ă	t	false
c	l	ă	u	false
c	l	ă	z	false
c	m	a	-	true
c	m	a	c	true
c	m	a	g	true
c	m	a	h	true
c	m	a	i	true
c	m	a	l	true
c	m	a	r	true
c	m	a	s	false
c	m	a	s	true
c	m	a	u	true
c	m	e	a	true
c	m	e	e	true
c	m	e	g	true
c	m	e	l	true
c	m	e	s	true
c	m	e	ș	true
c	m	i	-	true
c	m	i	i	true
c	m	i	m	true
c	m	i	n	true
c	m	i	r	true
c	m	i	s	true
c	m	i	t	true
c	m	i	ș	true
c	m	i	ț	true
c	m	o	l	true
c	m	u	r	false
c	m	ă	g	true
c	m	ă	n	true
c	n	a	-	true
c	n	a	s	true
c	n	a	ș	true
c	n	e	-	true
c	n	e	a	false
c	n	e	a	true
c	n	e	e	true
c	n	e	g	true
c	n	e	i	true
c	n	e	j	false
c	n	e	l	true
c	n	e	m	false
c	n	e	n	true
c	n	e	s	true
c	n	e	t	true
c	n	e	z	false
c	n	e	ș	true
c	n	i	-	true
c	n	i	c	true
c	n	i	d	false
c	n	i	i	true
c	n	i	m	true
c	n	i	n	true
c	n	i	p	true
c	n	i	r	true
c	n	i	s	true
c	n	i	t	true
c	n	i	ș	true
c	n	i	ț	true
c	n	o	c	false
c	n	o	g	true
c	n	o	m	true
c	n	o	s	true
c	n	o	t	false
c	n	o	t	true
c	n	o	z	true
c	n	u	t	false
c	n	ă	-	true
c	o	-	-	false
c	o	a	b	false
c	o	a	c	false
c	o	a	d	false
c	o	a	f	false
c	o	a	g	false
c	o	a	i	false
c	o	a	j	false
c	o	a	l	false
c	o	a	m	false
c	o	a	n	false
c	o	a	p	false
c	o	a	r	false
