a01	a12	a23	a34	syl
a	u	f	r	false
a	u	g	-	false
a	u	g	a	false
a	u	g	i	false
a	u	g	i	true
a	u	g	m	true
a	u	g	u	false
a	u	g	u	true
a	u	h	a	false
a	u	i	-	true
a	u	i	a	true
a	u	i	e	true
a	u	i	i	true
a	u	i	m	true
a	u	i	n	true
a	u	i	r	true
a	u	i	s	true
a	u	i	t	true
a	u	i	ș	true
a	u	i	ț	true
a	u	l	-	false
a	u	l	-	true
a	u	l	a	false
a	u	l	a	true
a	u	l	e	false
a	u	l	e	true
a	u	l	i	false
a	u	l	i	true
a	u	l	o	false
a	u	l	t	false
a	u	l	u	false
a	u	l	u	true
a	u	l	â	false
a	u	l	ă	false
a	u	l	ă	true
a	u	m	a	false
a	u	m	e	false
a	u	m	i	false
a	u	m	ă	false
a	u	n	-	false
a	u	n	a	false
a	u	n	e	false
a	u	n	i	false
a	u	n	u	false
a	u	n	ă	false
a	u	p	a	false
a	u	p	e	false
a	u	p	l	false
a	u	r	-	false
a	u	r	-	true
a	u	r	a	false
a	u	r	a	true
a	u	r	b	false
a	u	r	e	false
a	u	r	e	true
a	u	r	g	false
a	u	r	g	true
a	u	r	i	false
a	u	r	i	true
a	u	r	m	false
a	u	r	o	false
a	u	r	o	true
a	u	r	s	false
a	u	r	t	false
a	u	r	u	false
a	u	r	u	true
a	u	r	â	false
a	u	r	ă	false
a	u	r	ă	true
a	u	s	-	false
a	u	s	c	true
a	u	s	e	false
a	u	s	o	false
a	u	s	p	true
a	u	s	s	false
a	u	s	t	false
a	u	s	t	true
a	u	s	u	false
a	u	t	-	false
a	u	t	-	true
a	u	t	a	false
a	u	t	a	true
a	u	t	e	false
a	u	t	e	true
a	u	t	i	false
a	u	t	i	true
a	u	t	o	false
a	u	t	o	true
a	u	t	u	false
a	u	t	u	true
a	u	t	â	false
a	u	t	â	true
a	u	t	ă	false
a	u	t	ă	true
a	u	v	e	true
a	u	x	i	false
a	u	x	i	true
a	u	x	o	true
a	u	z	-	true
a	u	z	a	false
a	u	z	e	false
a	u	z	e	true
a	u	z	i	false
a	u	z	i	true
a	u	z	u	false
a	u	z	u	true
a	u	z	â	false
a	u	z	ă	false
a	u	ă	-	false
a	u	ș	-	false
a	u	ș	a	false
a	u	ș	e	false
a	u	ș	e	true
a	u	ș	i	false
a	u	ș	u	false
a	u	ș	â	false
a	u	ș	ă	false
a	u	ț	i	false
a	v	-	-	false
a	v	-	-	true
a	v	a	-	false
a	v	a	-	true
a	v	a	b	false
a	v	a	c	false
a	v	a	d	false
a	v	a	e	true
a	v	a	g	false
a	v	a	i	false
a	v	a	j	false
a	v	a	l	false
a	v	a	l	true
a	v	a	m	false
a	v	a	n	false
a	v	a	n	true
a	v	a	r	false
a	v	a	r	true
a	v	a	s	false
a	v	a	t	false
a	v	a	t	true
a	v	a	u	false
a	v	a	z	false
a	v	a	ș	false
a	v	a	ț	false
a	v	a	ț	true
a	v	c	a	false
a	v	c	e	false
a	v	c	ă	false
a	v	e	-	false
a	v	e	-	true
a	v	e	a	false
a	v	e	a	true
a	v	e	c	false
a	v	e	e	false
a	v	e	g	false
a	v	e	h	false
a	v	e	i	false
a	v	e	i	true
a	v	e	l	false
a	v	e	l	true
a	v	e	m	true
a	v	e	n	false
a	v	e	n	true
a	v	e	r	false
a	v	e	r	true
a	v	e	s	false
a	v	e	t	false
a	v	e	z	false
a	v	e	ș	false
a	v	e	ț	false
a	v	e	ț	true
a	v	i	-	false
a	v	i	-	true
a	v	i	a	false
a	v	i	a	true
a	v	i	c	false
a	v	i	c	true
a	v	i	d	false
a	v	i	d	true
a	v	i	e	false
a	v	i	f	false
a	v	i	f	true
a	v	i	g	false
a	v	i	i	false
a	v	i	i	true
a	v	i	l	false
a	v	i	l	true
a	v	i	m	false
a	v	i	n	false
a	v	i	o	false
a	v	i	o	true
a	v	i	p	false
a	v	i	r	false
a	v	i	r	true
a	v	i	s	false
a	v	i	t	false
a	v	i	t	true
a	v	i	u	false
a	v	i	v	true
a	v	i	z	false
a	v	i	z	true
a	v	i	ș	false
a	v	i	ț	false
a	v	l	i	false
a	v	l	o	false
a	v	l	u	false
a	v	n	a	false
a	v	n	e	false
a	v	n	i	false
a	v	n	ă	false
a	v	o	-	false
a	v	o	a	false
a	v	o	c	false
a	v	o	c	true
a	v	o	d	false
a	v	o	f	false
a	v	o	g	false
a	v	o	i	false
a	v	o	l	false
a	v	o	m	false
a	v	o	n	false
a	v	o	r	false
a	v	o	r	true
a	v	o	s	false
a	v	o	t	false
a	v	o	u	false
a	v	r	a	false
a	v	r	a	true
a	v	r	e	false
a	v	r	i	false
a	v	r	o	false
a	v	r	u	false
a	v	r	ă	false
a	v	r	ă	true
a	v	u	-	true
a	v	u	a	false
a	v	u	a	true
a	v	u	e	false
a	v	u	e	true
a	v	u	i	true
a	v	u	l	false
a	v	u	l	true
a	v	u	r	false
a	v	u	r	true
a	v	u	s	false
a	v	u	s	true
a	v	u	t	true
a	v	u	z	false
a	v	u	â	false
a	v	u	â	true
a	v	u	ă	false
a	v	u	ă	true
a	v	u	ș	true
a	v	u	ț	false
a	v	u	ț	true
a	v	â	n	false
a	v	â	n	true
a	v	ă	-	false
a	v	ă	-	true
a	v	ă	l	true
a	v	ă	m	false
a	v	ă	n	false
a	v	ă	r	false
a	v	ă	z	false
a	v	ă	ț	false
a	w	a	t	false
a	w	a	ț	false
a	x	-	-	false
a	x	-	-	true
a	x	a	-	false
a	x	a	-	true
a	x	a	c	false
a	x	a	i	false
a	x	a	i	true
a	x	a	l	false
a	x	a	m	false
a	x	a	m	true
a	x	a	n	false
a	x	a	r	false
a	x	a	r	true
a	x	a	s	false
a	x	a	s	true
a	x	a	t	false
a	x	a	t	true
a	x	a	u	false
a	x	a	u	true
a	x	a	ș	false
a	x	a	ș	true
a	x	a	ț	false
a	x	a	ț	true
a	x	e	-	false
a	x	e	-	true
a	x	e	a	false
a	x	e	a	true
a	x	e	i	false
a	x	e	i	true
a	x	e	l	false
a	x	e	l	true
a	x	e	n	false
a	x	e	z	false
a	x	e	z	true
a	x	h	o	false
a	x	i	-	false
a	x	i	a	false
a	x	i	a	true
a	x	i	c	false
a	x	i	d	false
a	x	i	e	false
a	x	i	e	true
a	x	i	f	false
a	x	i	i	false
a	x	i	i	true
a	x	i	j	false
a	x	i	l	false
a	x	i	l	true
a	x	i	m	false
a	x	i	n	false
a	x	i	o	false
a	x	i	o	true
a	x	i	s	false
a	x	i	s	true
a	x	i	t	false
a	x	i	u	false
a	x	i	ș	false
a	x	o	a	false
a	x	o	c	false
a	x	o	d	false
a	x	o	f	false
a	x	o	g	false
a	x	o	g	true
a	x	o	l	false
a	x	o	l	true
a	x	o	m	true
a	x	o	n	false
a	x	o	n	true
a	x	o	r	false
a	x	o	t	false
a	x	t	u	false
a	x	u	l	false
a	x	u	l	true
a	x	u	r	false
a	x	u	r	true
a	x	â	n	false
a	x	â	n	true
a	x	ă	-	false
a	x	ă	-	true
a	x	ă	m	false
a	x	ă	m	true
a	x	ă	r	false
a	x	ă	r	true
a	y	a	n	false
a	y	a	t	true
a	y	e	n	false
a	y	l	o	false
a	y	o	n	false
a	z	-	-	false
a	z	-	-	true
a	z	a	-	false
a	z	a	-	true
a	z	a	c	false
a	z	a	g	false
a	z	a	h	false
a	z	a	i	false
a	z	a	j	false
a	z	a	l	false
a	z	a	l	true
a	z	a	m	false
a	z	a	n	false
a	z	a	o	false
a	z	a	p	false
a	z	a	r	false
a	z	a	r	true
a	z	a	s	false
a	z	a	t	false
a	z	a	u	false
a	z	a	ș	false
a	z	a	ț	false
a	z	b	a	false
a	z	b	e	false
a	z	b	e	true
a	z	b	o	true
a	z	b	u	false
a	z	b	u	true
a	z	d	a	false
a	z	d	e	false
a	z	d	r	false
a	z	d	ă	false
a	z	e	-	false
a	z	e	-	true
a	z	e	a	false
a	z	e	d	false
a	z	e	i	false
a	z	e	i	true
a	z	e	l	false
a	z	e	l	true
a	z	e	m	false
a	z	e	o	false
a	z	e	o	true
a	z	e	r	true
a	z	e	t	false
a	z	e	u	false
a	z	e	z	false
a	z	i	-	false
a	z	i	-	true
a	z	i	a	false
a	z	i	c	false
a	z	i	c	true
a	z	i	d	false
a	z	i	d	true
a	z	i	e	false
a	z	i	f	false
a	z	i	g	false
a	z	i	i	false
a	z	i	l	false
a	z	i	l	true
a	z	i	m	true
a	z	i	n	false
a	z	i	o	false
a	z	i	p	false
a	z	i	r	false
a	z	i	s	false
a	z	i	s	true
a	z	i	t	false
a	z	i	u	false
a	z	i	v	false
a	z	i	ă	false
a	z	i	ș	false
a	z	i	ț	false
a	z	l	i	false
a	z	l	â	false
a	z	m	a	false
a	z	m	e	false
a	z	m	o	false
a	z	m	ă	false
a	z	n	a	false
a	z	n	e	false
a	z	n	i	false
a	z	n	o	false
a	z	n	ă	false
a	z	o	a	false
a	z	o	b	false
a	z	o	d	false
a	z	o	d	true
a	z	o	f	false
a	z	o	g	false
a	z	o	i	true
a	z	o	l	false
a	z	o	l	true
a	z	o	m	false
a	z	o	n	false
a	z	o	n	true
a	z	o	o	true
a	z	o	r	false
a	z	o	s	false
a	z	o	s	true
a	z	o	t	false
a	z	o	t	true
a	z	o	ș	false
a	z	t	e	true
a	z	u	a	false
a	z	u	i	false
a	z	u	l	false
a	z	u	l	true
a	z	u	m	false
a	z	u	r	false
a	z	u	r	true
a	z	v	a	false
a	z	v	â	true
a	z	â	n	false
a	z	â	r	false
a	z	ă	-	false
a	z	ă	-	true
a	z	ă	m	false
a	z	ă	n	false
a	z	ă	p	false
a	z	ă	r	false
a	z	ă	u	false
a	z	ă	z	false
a	z	ă	ț	false
a	î	m	p	false
a	î	n	a	false
a	î	n	c	false
a	î	n	v	false
a	î	n	ă	false
a	î	n	ț	false
a	ș	-	-	false
a	ș	-	-	true
a	ș	a	-	false
a	ș	a	-	true
a	ș	a	b	false
a	ș	a	d	true
a	ș	a	g	false
a	ș	a	i	false
a	ș	a	l	false
a	ș	a	m	false
a	ș	a	n	false
a	ș	a	n	true
a	ș	a	p	false
a	ș	a	r	false
a	ș	a	r	true
a	ș	a	s	false
a	ș	a	t	false
a	ș	a	u	false
a	ș	a	z	true
a	ș	a	ș	false
a	ș	a	ș	true
a	ș	a	ț	false
a	ș	b	o	false
a	ș	b	u	false
a	ș	c	-	false
a	ș	c	a	false
a	ș	c	e	false
a	ș	c	h	false
a	ș	c	h	true
a	ș	c	i	false
a	ș	c	o	false
a	ș	c	ă	false
a	ș	e	-	false
a	ș	e	-	true
a	ș	e	a	false
a	ș	e	c	false
a	ș	e	i	false
a	ș	e	i	true
a	ș	e	l	false
a	ș	e	l	true
a	ș	e	n	false
a	ș	e	r	false
a	ș	e	t	false
a	ș	e	u	false
a	ș	e	x	false
a	ș	e	z	false
a	ș	e	z	true
a	ș	i	-	false
a	ș	i	-	true
a	ș	i	a	false
a	ș	i	c	false
a	ș	i	e	false
a	ș	i	i	false
a	ș	i	i	true
a	ș	i	j	true
a	ș	i	l	false
a	ș	i	l	true
a	ș	i	n	false
a	ș	i	o	false
a	ș	i	r	false
a	ș	i	s	false
a	ș	i	t	false
a	ș	i	u	false
a	ș	i	ș	false
a	ș	i	ț	false
a	ș	k	i	false
a	ș	l	e	false
a	ș	l	i	false
a	ș	l	u	false
a	ș	l	â	false
a	ș	m	a	false
a	ș	m	e	false
a	ș	m	i	false
a	ș	m	ă	false
a	ș	n	e	false
a	ș	n	i	false
a	ș	o	-	false
a	ș	o	-	true
a	ș	o	a	false
a	ș	o	c	false
a	ș	o	l	false
a	ș	o	p	false
a	ș	o	r	false
a	ș	o	v	false
a	ș	p	e	false
a	ș	t	e	false
a	ș	t	e	true
a	ș	t	i	false
a	ș	t	i	true
a	ș	t	r	false
a	ș	t	r	true
a	ș	u	l	false
a	ș	u	l	true
a	ș	u	r	false
a	ș	u	t	false
a	ș	u	ș	false
a	ș	â	n	false
a	ș	ă	-	false
a	ș	ă	-	true
a	ș	ă	m	false
a	ș	ă	r	false
a	ț	-	-	false
a	ț	a	-	false
a	ț	a	-	true
a	ț	a	b	false
a	ț	a	c	false
a	ț	a	d	false
a	ț	a	d	true
a	ț	a	i	false
a	ț	a	m	false
a	ț	a	r	false
a	ț	a	s	false
a	ț	a	t	false
a	ț	a	u	false
a	ț	a	v	false
a	ț	a	z	false
a	ț	a	ș	false
a	ț	a	ț	false
a	ț	c	a	false
a	ț	c	e	false
a	ț	c	ă	false
a	ț	e	-	false
a	ț	e	-	true
a	ț	e	a	false
a	ț	e	d	true
a	ț	e	f	false
a	ț	e	g	false
a	ț	e	i	false
a	ț	e	i	true
a	ț	e	l	false
a	ț	e	l	true
a	ț	e	n	false
a	ț	e	p	false
a	ț	e	s	false
a	ț	e	t	false
a	ț	e	z	false
a	ț	i	-	false
a	ț	i	-	true
a	ț	i	a	false
a	ț	i	a	true
a	ț	i	c	true
a	ț	i	e	false
a	ț	i	e	true
a	ț	i	i	false
a	ț	i	i	true
a	ț	i	l	false
a	ț	i	l	true
a	ț	i	n	false
a	ț	i	n	true
a	ț	i	o	false
a	ț	i	o	true
a	ț	i	p	false
a	ț	i	p	true
a	ț	i	r	false
a	ț	i	u	false
a	ț	i	u	true
a	ț	i	ș	true
a	ț	i	ț	false
a	ț	o	-	false
a	ț	o	a	true
a	ț	o	s	true
a	ț	o	ș	true
a	ț	u	c	false
a	ț	u	l	false
a	ț	u	p	false
a	ț	u	r	false
a	ț	â	n	false
a	ț	â	ț	true
a	ț	ă	-	false
a	ț	ă	-	true
a	ț	ă	d	false
a	ț	ă	d	true
a	ț	ă	m	false
a	ț	ă	r	false
b	-	-	-	false
b	-	-	-	true
b	a	-	-	true
b	a	a	c	true
b	a	a	p	true
b	a	b	-	true
b	a	b	a	true
b	a	b	b	true
b	a	b	e	true
b	a	b	i	true
b	a	b	o	true
b	a	b	r	true
b	a	b	u	true
b	a	b	ă	true
b	a	c	-	true
b	a	c	a	true
b	a	c	c	true
b	a	c	e	true
b	a	c	h	true
b	a	c	i	true
b	a	c	l	true
b	a	c	o	true
b	a	c	t	true
b	a	c	u	true
b	a	c	v	false
b	a	c	v	true
b	a	c	â	true
b	a	c	ă	true
b	a	c	ș	true
b	a	d	a	true
b	a	d	e	true
b	a	d	i	true
b	a	d	m	true
b	a	d	r	true
b	a	d	u	true
b	a	d	ă	true
b	a	f	i	true
b	a	f	t	true
b	a	g	-	true
b	a	g	a	true
b	a	g	d	true
b	a	g	e	true
b	a	g	h	true
b	a	g	i	true
b	a	g	o	true
b	a	g	u	true
b	a	g	â	true
b	a	g	ă	true
b	a	h	a	true
b	a	h	i	true
b	a	h	n	true
b	a	h	o	true
b	a	h	t	true
b	a	h	ț	true
b	a	i	-	true
b	a	i	a	true
b	a	i	b	true
b	a	i	c	true
b	a	i	d	true
b	a	i	e	true
b	a	i	i	true
b	a	i	l	true
b	a	i	n	true
b	a	i	o	true
b	a	i	p	true
b	a	i	r	true
b	a	i	s	true
b	a	i	t	true
b	a	i	u	true
b	a	i	z	true
b	a	i	ț	true
b	a	j	-	true
b	a	j	e	true
b	a	j	o	true
b	a	j	u	true
b	a	l	-	false
b	a	l	-	true
b	a	l	a	true
b	a	l	b	false
b	a	l	b	true
b	a	l	c	true
b	a	l	d	true
b	a	l	e	false
b	a	l	e	true
b	a	l	g	false
b	a	l	g	true
b	a	l	i	false
b	a	l	i	true
b	a	l	m	true
b	a	l	n	true
b	a	l	o	true
b	a	l	p	false
b	a	l	p	true
b	a	l	s	true
b	a	l	t	false
b	a	l	t	true
b	a	l	u	false
b	a	l	u	true
b	a	l	z	true
b	a	l	â	true
b	a	l	ă	true
b	a	l	ț	true
b	a	m	-	true
b	a	m	a	true
b	a	m	b	true
b	a	m	e	true
b	a	m	i	false
b	a	m	i	true
b	a	m	o	true
b	a	m	u	true
b	a	m	â	true
b	a	m	ă	true
b	a	n	-	true
b	a	n	a	true
b	a	n	c	true
b	a	n	d	true
b	a	n	e	true
b	a	n	g	false
b	a	n	g	true
b	a	n	i	true
b	a	n	j	true
b	a	n	k	true
b	a	n	o	true
b	a	n	s	false
b	a	n	s	true
b	a	n	t	true
b	a	n	u	true
b	a	n	z	true
b	a	n	â	true
b	a	n	ă	true
b	a	n	ț	false
b	a	n	ț	true
b	a	o	a	true
b	a	o	b	true
b	a	o	i	true
b	a	o	s	true
b	a	p	-	true
b	a	p	e	true
b	a	p	r	false
b	a	p	r	true
b	a	p	t	true
b	a	p	u	true
b	a	r	-	false
b	a	r	-	true
b	a	r	a	true
b	a	r	b	false
b	a	r	b	true
b	a	r	c	true
b	a	r	d	true
b	a	r	e	false
b	a	r	e	true
b	a	r	g	true
b	a	r	h	true
b	a	r	i	true
b	a	r	j	true
b	a	r	l	true
b	a	r	m	false
b	a	r	m	true
b	a	r	n	true
b	a	r	o	true
b	a	r	r	true
b	a	r	t	false
b	a	r	t	true
b	a	r	u	false
b	a	r	u	true
b	a	r	z	true
b	a	r	â	true
b	a	r	ă	true
b	a	r	ș	true
b	a	s	-	true
b	a	s	a	true
b	a	s	c	true
b	a	s	e	true
b	a	s	i	true
b	a	s	m	true
b	a	s	n	true
b	a	s	o	true
b	a	s	p	true
b	a	s	t	true
b	a	s	u	true
b	a	t	-	false
b	a	t	-	true
b	a	t	a	true
b	a	t	c	true
b	a	t	e	false
b	a	t	e	true
b	a	t	h	true
b	a	t	i	true
b	a	t	j	true
b	a	t	m	true
b	a	t	o	false
b	a	t	o	true
b	a	t	r	true
b	a	t	u	false
b	a	t	u	true
b	a	t	â	true
b	a	t	ă	false
b	a	t	ă	true
b	a	u	-	true
b	a	u	a	true
b	a	u	b	true
b	a	u	d	true
b	a	u	n	true
b	a	u	r	true
b	a	u	x	true
b	a	u	z	true
b	a	v	-	true
b	a	v	a	true
b	a	v	e	true
b	a	v	i	true
b	a	v	n	true
b	a	v	r	true
b	a	v	u	true
b	a	v	ă	true
b	a	x	-	true
b	a	x	i	true
b	a	x	u	true
b	a	z	-	true
b	a	z	a	true
b	a	z	e	true
b	a	z	i	true
b	a	z	l	true
b	a	z	o	true
b	a	z	u	true
b	a	z	â	true
b	a	z	ă	true
b	a	î	m	true
b	a	ș	-	true
b	a	ș	a	true
b	a	ș	b	true
b	a	ș	c	true
b	a	ș	e	true
b	a	ș	i	true
b	a	ș	k	true
b	a	ș	l	true
b	a	ș	o	true
b	a	ș	t	true
b	a	ș	u	true
b	a	ș	ă	true
b	a	ț	i	false
b	a	ț	i	true
b	b	a	r	false
b	b	i	t	false
b	b	l	e	false
b	b	s	i	false
b	b	y	-	false
b	b	y	i	false
b	b	y	u	false
b	c	-	-	false
b	c	a	p	false
b	c	a	r	false
b	c	a	t	false
b	c	e	a	false
b	c	e	d	false
b	c	e	l	false
b	c	e	s	false
b	c	e	z	false
b	c	h	i	false
b	c	i	n	false
b	c	l	a	false
b	c	o	m	false
b	c	o	n	false
b	c	o	r	false
b	c	u	l	false
b	c	u	t	false
b	d	-	-	false
b	d	a	-	false
b	d	a	i	false
b	d	a	m	false
b	d	a	r	false
b	d	a	s	false
b	d	a	t	false
b	d	a	u	false
b	d	a	ș	false
b	d	a	ț	false
b	d	e	-	false
b	d	e	i	false
b	d	e	l	false
b	d	e	m	false
b	d	e	n	false
b	d	e	r	false
b	d	e	z	false
b	d	i	a	false
b	d	i	c	false
b	d	i	m	false
b	d	i	n	false
b	d	i	r	false
b	d	i	s	false
b	d	i	t	false
b	d	i	v	false
b	d	o	c	false
b	d	o	l	false
b	d	o	m	false
b	d	o	z	false
b	d	u	-	false
b	d	u	c	false
b	d	u	s	false
b	d	u	ș	false
b	d	â	n	false
b	d	ă	-	false
b	d	ă	m	false
b	d	ă	r	false
b	d	ă	t	false
b	e	-	-	true
b	e	a	-	true
b	e	a	g	true
b	e	a	i	true
b	e	a	l	true
b	e	a	m	true
b	e	a	n	true
b	e	a	r	true
b	e	a	s	true
b	e	a	t	true
b	e	a	u	true
b	e	a	z	true
b	e	a	ț	true
b	e	b	-	true
b	e	b	e	true
b	e	b	i	true
b	e	b	u	true
b	e	c	-	true
b	e	c	a	true
b	e	c	e	true
b	e	c	h	true
b	e	c	i	true
b	e	c	t	true
b	e	c	u	true
b	e	c	â	true
b	e	c	ă	true
b	e	d	e	false
b	e	d	e	true
b	e	d	i	true
b	e	d	o	true
b	e	d	r	true
b	e	d	u	true
b	e	e	-	true
b	e	e	a	true
b	e	e	i	true
b	e	e	l	true
b	e	e	t	true
b	e	f	i	true
b	e	f	r	true
b	e	g	a	true
b	e	g	e	true
b	e	g	i	true
b	e	g	o	true
b	e	h	a	true
b	e	h	e	true
b	e	h	l	true
b	e	h	ă	true
b	e	i	-	true
b	e	i	a	true
b	e	i	c	true
b	e	i	d	true
b	e	i	e	true
b	e	i	i	true
b	e	i	l	true
b	e	i	m	true
b	e	i	r	true
b	e	i	s	true
b	e	i	u	true
b	e	i	z	true
b	e	j	-	true
b	e	j	e	true
b	e	j	i	true
b	e	j	o	true
b	e	l	-	true
b	e	l	a	true
b	e	l	c	true
b	e	l	d	true
b	e	l	e	true
b	e	l	f	true
b	e	l	g	true
b	e	l	h	true
b	e	l	i	true
b	e	l	m	true
b	e	l	n	true
b	e	l	o	true
b	e	l	r	true
b	e	l	u	true
b	e	l	v	true
b	e	l	â	true
b	e	l	ă	true
b	e	l	ș	true
b	e	m	-	true
b	e	m	b	true
b	e	m	o	true
b	e	n	-	true
b	e	n	a	true
b	e	n	c	true
b	e	n	d	true
b	e	n	e	true
b	e	n	g	false
b	e	n	g	true
b	e	n	i	true
b	e	n	j	true
b	e	n	o	true
b	e	n	t	true
b	e	n	u	true
b	e	n	z	true
b	e	n	â	true
b	e	n	ă	true
b	e	n	ț	true
b	e	o	l	true
b	e	o	t	true
b	e	o	ț	true
b	e	r	-	true
b	e	r	a	true
b	e	r	b	true
b	e	r	c	true
b	e	r	e	true
b	e	r	g	true
b	e	r	i	true
b	e	r	j	true
b	e	r	k	true
b	e	r	l	true
b	e	r	m	true
b	e	r	n	true
b	e	r	o	true
b	e	r	p	true
b	e	r	r	true
b	e	r	s	true
b	e	r	t	true
b	e	r	u	true
b	e	r	z	true
b	e	r	â	true
b	e	r	ă	true
b	e	r	ț	true
b	e	s	-	true
b	e	s	a	true
b	e	s	c	true
b	e	s	s	true
b	e	s	t	false
b	e	s	t	true
b	e	s	u	true
b	e	t	-	true
b	e	t	a	false
b	e	t	a	true
b	e	t	e	true
b	e	t	i	true
b	e	t	o	true
b	e	t	u	true
b	e	t	â	true
b	e	t	ă	true
b	e	u	-	true
b	e	u	a	true
b	e	u	c	true
b	e	u	d	true
b	e	u	l	true
b	e	u	r	true
b	e	u	ț	true
b	e	v	a	false
b	e	v	a	true
b	e	x	p	false
b	e	x	p	true
b	e	z	-	true
b	e	z	e	true
b	e	z	i	true
b	e	z	m	true
b	e	z	n	true
b	e	z	o	true
b	e	z	ă	true
b	e	ș	a	true
b	e	ș	e	true
b	e	ș	l	true
b	e	ș	t	true
b	e	ț	-	true
b	e	ț	e	true
b	e	ț	i	true
b	e	ț	u	true
b	f	a	m	false
b	f	e	b	false
b	f	e	r	false
b	f	i	l	false
b	f	u	r	false
b	g	a	r	false
b	g	a	r	true
b	g	e	n	false
b	g	r	i	false
b	g	r	u	false
b	h	o	r	false
b	i	-	-	false
b	i	-	-	true
b	i	a	-	true
b	i	a	c	true
b	i	a	i	true
b	i	a	j	true
b	i	a	l	false
b	i	a	l	true
b	i	a	m	true
b	i	a	n	true
b	i	a	p	true
b	i	a	r	false
b	i	a	r	true
b	i	a	s	true
b	i	a	t	true
b	i	a	u	true
b	i	a	x	true
b	i	a	z	true
b	i	a	ș	true
b	i	a	ț	true
b	i	b	-	true
b	i	b	a	true
b	i	b	e	true
b	i	b	i	true
b	i	b	l	true
b	i	b	â	true
b	i	b	ă	true
b	i	c	-	true
b	i	c	a	true
b	i	c	e	false
b	i	c	e	true
b	i	c	h	true
b	i	c	i	false
b	i	c	i	true
b	i	c	l	true
b	i	c	o	true
b	i	c	r	true
b	i	c	t	false
b	i	c	t	true
b	i	c	u	true
b	i	c	v	true
b	i	c	â	true
b	i	c	ă	true
b	i	d	-	true
b	i	d	a	true
b	i	d	e	false
b	i	d	e	true
b	i	d	i	true
b	i	d	o	true
b	i	d	u	true
b	i	d	ă	true
b	i	e	-	true
b	i	e	a	true
b	i	e	c	false
b	i	e	c	true
b	i	e	f	true
b	i	e	i	true
b	i	e	l	true
b	i	e	m	true
b	i	e	n	true
b	i	e	r	false
b	i	e	r	true
b	i	e	s	true
b	i	e	t	true
b	i	e	u	true
b	i	e	z	true
b	i	e	ș	true
b	i	e	ț	true
b	i	f	-	true
b	i	f	a	true
b	i	f	e	true
b	i	f	i	true
b	i	f	l	true
b	i	f	o	true
b	i	f	t	true
b	i	f	u	true
b	i	f	â	true
b	i	f	ă	true
b	i	g	-	true
b	i	g	a	true
b	i	g	e	true
b	i	g	i	true
b	i	g	o	true
b	i	g	r	true
b	i	g	u	true
b	i	g	ă	true
b	i	h	e	true
b	i	h	o	true
b	i	h	u	true
b	i	i	-	true
b	i	i	a	true
b	i	i	d	true
b	i	i	i	true
b	i	i	l	true
b	i	i	m	true
b	i	i	n	true
b	i	i	r	true
b	i	i	s	true
b	i	i	t	true
b	i	i	ș	true
b	i	i	ț	true
b	i	j	d	true
b	i	j	e	true
b	i	j	o	true
b	i	j	u	true
b	i	k	i	true
b	i	l	-	true
b	i	l	a	true
b	i	l	d	true
b	i	l	e	true
b	i	l	i	false
b	i	l	i	true
b	i	l	o	true
b	i	l	u	true
b	i	l	â	true
b	i	l	ă	true
b	i	l	ț	false
b	i	m	-	true
b	i	m	a	true
b	i	m	b	true
b	i	m	e	true
b	i	m	i	true
b	i	m	o	true
b	i	m	z	true
b	i	n	-	true
b	i	n	a	true
b	i	n	c	true
b	i	n	d	true
b	i	n	e	true
b	i	n	g	true
b	i	n	i	true
b	i	n	o	true
b	i	n	s	true
b	i	n	t	false
b	i	n	t	true
b	i	n	u	true
b	i	n	v	true
b	i	n	â	true
b	i	n	ă	true
b	i	n	ț	true
b	i	o	a	true
b	i	o	b	true
b	i	o	c	true
b	i	o	d	true
b	i	o	e	true
b	i	o	f	true
b	i	o	g	true
b	i	o	i	true
b	i	o	l	true
b	i	o	m	true
b	i	o	n	true
b	i	o	p	true
b	i	o	r	true
b	i	o	s	true
b	i	o	t	true
b	i	o	v	true
b	i	o	x	true
b	i	o	z	true
b	i	o	ș	true
b	i	o	ț	true
b	i	p	a	true
b	i	p	e	true
b	i	p	l	true
b	i	p	o	true
b	i	p	r	true
b	i	p	ă	true
b	i	r	-	false
b	i	r	-	true
b	i	r	a	true
b	i	r	d	true
b	i	r	e	true
b	i	r	i	false
b	i	r	i	true
b	i	r	j	true
b	i	r	l	true
b	i	r	m	true
b	i	r	n	true
b	i	r	o	true
b	i	r	t	true
b	i	r	u	false
b	i	r	u	true
b	i	r	ă	true
b	i	s	-	true
b	i	s	a	true
b	i	s	c	true
b	i	s	e	true
b	i	s	i	true
b	i	s	m	true
b	i	s	o	true
b	i	s	t	true
b	i	s	u	true
b	i	s	â	true
b	i	s	ă	true
b	i	t	-	true
b	i	t	a	true
b	i	t	c	true
b	i	t	e	true
b	i	t	i	true
b	i	t	m	true
b	i	t	o	true
b	i	t	r	true
b	i	t	u	true
b	i	t	â	true
b	i	t	ă	true
b	i	u	-	true
b	i	u	l	true
b	i	u	m	true
b	i	u	n	true
b	i	u	r	true
b	i	u	t	true
b	i	u	ț	true
b	i	v	-	true
b	i	v	a	true
b	i	v	e	true
b	i	v	o	true
b	i	v	u	true
b	i	z	-	true
b	i	z	a	true
b	i	z	e	true
b	i	z	i	true
b	i	z	o	true
b	i	z	u	true
b	i	z	â	true
